n,t,va,prev
40,5000,0.998493,0.00124879
41,5000,0.998901,0.00024578
43,3537,0.998222,4.31541e-07
45,5000,0.998067,0.000225039
48,5000,0.998671,0.000213956
50,4980,0.998342,7.96535e-07
52,5000,0.997288,0.00109205
55,5000,0.998517,0.000634941
58,5000,0.998049,0.000584944
60,5000,0.99831,0.000461345
63,5000,0.998038,6.16829e-05
66,5000,0.998574,3.48381e-05
69,5000,0.998359,0.000893225
73,5000,0.998402,0.000230638
76,5000,0.997644,0.00078279
80,5000,0.998314,0.000155584
84,5000,0.998081,1.59805e-05
88,5000,0.998013,0.000144085
92,5000,0.997802,0.000373699
96,5000,0.998227,0.000253967
101,5000,0.998228,0.000232614
106,5000,0.997827,0.000474906
111,5000,0.998362,0.000525029
116,5000,0.998287,0.000127816
122,5000,0.997557,0.000463493
127,5000,0.997836,0.000441513
134,5000,0.99746,0.000733248
140,5000,0.997781,0.000316799
147,5000,0.997467,0.000298882
154,5000,0.997506,0.000374725
161,5000,0.998041,0.000307516
169,5000,0.997574,0.000456957
177,5000,0.997696,0.000236004
185,5000,0.998114,5.62377e-05
194,5000,0.997965,0.000353636
203,5000,0.998475,0.000323577
213,5000,0.99822,0.000170478
223,4540,0.997572,1.14374e-06
234,5000,0.997924,2.58725e-05
245,5000,0.997936,2.60494e-05
257,5000,0.997554,2.88535e-05
269,5000,0.997417,0.00025708
282,5000,0.997657,0.000201298
295,5000,0.997468,0.000355272
309,5000,0.997836,1.21152e-05
324,5000,0.998196,4.56093e-05
339,5000,0.997771,0.000311158
356,5000,0.997861,0.000222792
373,3464,0.997159,2.37284e-08
390,5000,0.997,2.255e-06
409,5000,0.99765,0.000284962
428,5000,0.997318,4.34617e-05
449,5000,0.997938,0.000290779
470,2117,0.997548,1.65919e-06
493,5000,0.996522,0.000122107
516,5000,0.995427,0.000480551
541,1014,0.997566,5.34541e-07
566,5000,0.997302,0.000475878
593,5000,0.98505,0.00113031
622,5000,0.988543,0.00146086
651,5000,0.994449,4.13497e-05
682,5000,0.96681,0.00142444
715,2913,0.99624,5.83387e-07
749,5000,0.980675,0.000867237
785,5000,0.979201,0.000906908
822,5000,0.965961,0.000183219
861,5000,0.991829,0.000502815
902,5000,0.974305,0.000705176
945,5000,0.980678,0.000415227
990,5000,0.977542,0.000588635
1038,5000,0.984444,0.000448066
1087,5000,0.967711,0.0010503
1139,5000,0.978965,0.000448624
1193,5000,0.980847,0.00100717
1250,5000,0.974843,0.00103821
1309,5000,0.984925,0.000384795
1372,5000,0.972778,0.000460983
1437,5000,0.987694,0.000212254
1505,5000,0.98504,0.000314569
1577,5000,0.982818,0.000664715
1652,5000,0.984016,0.000505983
1731,5000,0.972311,0.000249711
1813,5000,0.97711,3.9463e-05
1900,5000,0.963577,0.000809014
1990,5000,0.984493,0.000819861
2085,5000,0.985141,0.000486535
2184,5000,0.981003,0.00037542
2288,5000,0.983214,6.14713e-05
2397,5000,0.972713,0.000306547
2512,5000,0.980594,0.000246566
2631,5000,0.976056,0.0001714
2757,5000,0.982224,0.000196845
2888,5000,0.987683,0.000321726
3025,5000,0.977786,0.000127567
3169,5000,0.981078,3.4935e-05
3320,5000,0.97553,3.66536e-05
3478,5000,0.982609,0.000222427
3644,5000,0.98545,0.000328011
3818,5000,0.979485,0.000271439
4000,5000,0.972119,0.000116068
