n,t,va,prev
40,5000,0.91741,0.0420251
41,5000,0.887285,0.0480239
43,5000,0.869326,0.0210248
45,5000,0.912411,0.000674268
48,5000,0.88655,0.00190245
50,5000,0.825051,0.0625693
52,5000,0.913784,0.0461215
55,5000,0.929344,0.0223796
58,5000,0.881264,0.0215765
60,5000,0.901545,0.000890985
63,5000,0.851262,0.0235974
66,5000,0.848011,0.0546039
69,5000,0.727358,0.0687271
73,5000,0.90181,0.058307
76,5000,0.901348,0.0124114
80,5000,0.863668,0.00661919
84,5000,0.910096,0.00781007
88,5000,0.595498,0.0787107
92,5000,0.862747,0.00193418
96,5000,0.732734,0.0201399
101,5000,0.788005,0.0636735
106,5000,0.676889,0.0220131
111,5000,0.663404,0.0424464
116,5000,0.713692,0.0121481
122,5000,0.612325,0.0556283
127,5000,0.288596,0.0379654
134,5000,0.269385,0.0585953
140,5000,0.57743,0.020694
147,5000,0.444512,0.0757286
154,5000,0.700931,0.00187336
161,5000,0.378625,0.0756954
169,5000,0.383896,0.073359
177,5000,0.320377,0.00673461
185,5000,0.669844,0.00115779
194,5000,0.396752,0.011919
203,5000,0.608137,0.0484444
213,5000,0.332783,0.000114439
223,5000,0.059901,0.0953514
234,5000,0.160535,0.01849
245,5000,0.209847,0.0475374
257,5000,0.272458,0.0266734
269,5000,0.345077,0.0394603
282,5000,0.485277,0.0342984
295,5000,0.407838,0.0251367
309,5000,0.215287,0.00257486
324,5000,0.254485,0.0111803
339,5000,0.237091,0.00543102
356,5000,0.199761,0.0337334
373,5000,0.187104,0.0171185
390,5000,0.106779,0.0474048
409,5000,0.0954,0.0339142
428,5000,0.378513,0.030465
449,5000,0.0686331,0.0584629
470,5000,0.229865,0.0169019
493,5000,0.27778,0.0155852
516,5000,0.17931,0.0205732
541,5000,0.0775045,0.0225071
566,5000,0.0648781,0.0267041
593,5000,0.233796,0.0387023
622,5000,0.218098,0.0444174
651,5000,0.314505,0.0162272
682,5000,0.282557,0.013514
715,5000,0.299556,0.00431538
749,5000,0.182172,0.0366347
785,5000,0.207016,0.0284814
822,5000,0.187566,0.00465501
861,5000,0.152103,0.00971785
902,5000,0.100271,0.00835707
945,5000,0.126621,0.00172027
990,5000,0.0472813,0.0161402
1038,5000,0.217783,0.0225021
1087,5000,0.311408,0.007664
1139,5000,0.0295515,0.0124225
1193,5000,0.264714,0.00276163
1250,5000,0.251652,0.00573752
1309,5000,0.0832088,0.00458624
1372,5000,0.164895,0.0117303
1437,5000,0.0723465,0.0107568
1505,5000,0.193382,0.0277262
1577,5000,0.00727015,0.0197719
1652,5000,0.122701,0.00897682
1731,5000,0.0254406,0.00138904
1813,5000,0.0816179,0.0161641
1900,5000,0.0928718,0.0015124
1990,5000,0.107109,0.0245673
2085,5000,0.171579,0.0157728
2184,5000,0.132133,0.0102196
2288,5000,0.103883,0.0174611
2397,5000,0.045786,0.00240684
2512,5000,0.0876303,0.00485878
2631,5000,0.128078,0.0263852
2757,5000,0.0927724,0.0091167
2888,5000,0.0349575,0.00769813
3025,5000,0.0589498,0.0113945
3169,5000,0.112867,0.0145173
3320,5000,0.0671845,0.026391
3478,5000,0.0670365,0.00310255
3644,5000,0.0711256,0.00518951
3818,5000,0.0450909,0.00572727
4000,5000,0.0214244,0.0141406
