n,t,va,prev
40,5000,0.936161,0.00399801
41,5000,0.921124,0.0203803
43,5000,0.964511,0.0409722
45,5000,0.955335,0.0187047
48,5000,0.934466,0.0314282
50,5000,0.937972,0.00317305
52,5000,0.93179,0.00698923
55,5000,0.930681,0.00385011
58,5000,0.908398,0.00443707
60,5000,0.914816,0.00393333
63,5000,0.93401,0.0150186
66,5000,0.931028,0.00920592
69,5000,0.911279,0.0199815
73,5000,0.901352,0.0351436
76,5000,0.903328,0.0183711
80,5000,0.894219,0.0680473
84,5000,0.905601,0.0163258
88,5000,0.918947,0.00651666
92,5000,0.933151,0.0257641
96,5000,0.951319,0.0246581
101,5000,0.959035,0.0210763
106,5000,0.940816,0.0033335
111,5000,0.890109,0.00823541
116,5000,0.897177,0.00529377
122,5000,0.906107,0.00517922
127,5000,0.887724,0.0239476
134,5000,0.896423,0.0150835
140,5000,0.928818,0.00427406
147,5000,0.891755,0.0107986
154,5000,0.865494,0.0189286
161,5000,0.912157,0.0139276
169,5000,0.890682,0.0210902
177,5000,0.925772,0.00763274
185,5000,0.907997,0.0107722
194,5000,0.913007,0.029618
203,5000,0.896947,0.014398
213,5000,0.868347,0.0393562
223,5000,0.803094,0.00998838
234,5000,0.919949,0.00776363
245,5000,0.78486,0.00090679
257,5000,0.90989,0.0190066
269,5000,0.760705,0.0237593
282,5000,0.749816,0.0127824
295,5000,0.895295,0.0062205
309,5000,0.362057,0.0291693
324,5000,0.452465,0.00139055
339,5000,0.353205,0.035809
356,5000,0.611691,0.020977
373,5000,0.143859,0.000880611
390,5000,0.718913,0.0227317
409,5000,0.372466,0.0199913
428,5000,0.229347,0.015824
449,5000,0.439197,0.0223521
470,5000,0.0940032,0.00474592
493,5000,0.676038,0.0216817
516,5000,0.378255,0.0136544
541,5000,0.275018,0.0455396
566,5000,0.249174,0.0110039
593,5000,0.210628,0.01714
622,5000,0.224045,0.0139496
651,5000,0.411239,0.00120104
682,5000,0.592947,0.00957641
715,5000,0.224305,0.0154971
749,5000,0.664959,0.00893842
785,5000,0.418616,0.000436541
822,5000,0.128839,0.0290626
861,5000,0.482736,0.0101659
902,5000,0.340903,0.00114716
945,5000,0.311691,0.0144663
990,5000,0.334519,0.00976385
1038,5000,0.62771,0.00735513
1087,5000,0.412603,0.0210445
1139,5000,0.451169,0.0265455
1193,5000,0.375038,1.41787e-05
1250,5000,0.186968,0.00291316
1309,5000,0.219583,0.00551816
1372,5000,0.167602,0.0122026
1437,5000,0.330836,0.0193958
1505,5000,0.239183,0.0122695
1577,5000,0.141351,0.0208013
1652,5000,0.347517,0.00607461
1731,5000,0.074472,0.00334084
1813,5000,0.251199,0.00326335
1900,5000,0.337495,0.00551859
1990,5000,0.319161,0.00972058
2085,5000,0.274197,0.00395942
2184,5000,0.0867076,0.00235703
2288,5000,0.271477,0.00295491
2397,5000,0.21572,0.00423666
2512,5000,0.0902903,0.0108887
2631,5000,0.228272,0.000150381
2757,5000,0.177402,0.000450587
2888,5000,0.0521985,0.00583593
3025,5000,0.163568,0.00261773
3169,5000,0.383652,0.0129056
3320,5000,0.151431,0.00266486
3478,5000,0.145734,0.0162258
3644,5000,0.232907,0.00660306
3818,5000,0.124905,0.00170599
4000,5000,0.0891433,0.0024432
