n,t,va,prev
40,5000,0.980748,0.0118127
41,5000,0.968078,0.0225779
43,5000,0.97816,0.00470488
45,5000,0.982225,0.00255748
48,5000,0.967831,0.00651728
50,5000,0.984675,0.00372844
52,5000,0.976494,0.00437037
55,5000,0.966276,0.00692979
58,5000,0.967427,0.0108972
60,5000,0.961024,0.00652997
63,5000,0.966083,0.00177143
66,5000,0.972172,0.00387279
69,5000,0.960338,0.0167404
73,5000,0.973183,0.00318235
76,5000,0.976286,0.00275696
80,5000,0.971671,0.0137911
84,5000,0.975607,0.0111949
88,5000,0.967492,0.00937061
92,5000,0.970542,0.0095488
96,5000,0.95105,0.00621073
101,5000,0.969468,0.00345238
106,5000,0.970017,0.000408332
111,5000,0.964129,0.00781444
116,5000,0.95794,0.00175202
122,5000,0.895679,0.0104957
127,5000,0.967619,0.00710157
134,5000,0.940299,0.0086046
140,5000,0.862062,0.0235871
147,5000,0.960398,0.00708211
154,5000,0.967154,0.00405973
161,5000,0.953025,0.00228614
169,5000,0.743172,0.0190799
177,5000,0.928835,0.00560228
185,5000,0.909919,0.00464466
194,5000,0.930414,0.00744073
203,5000,0.955435,0.0156713
213,5000,0.914598,0.0032093
223,5000,0.917712,0.00973889
234,5000,0.865527,0.00566828
245,5000,0.577135,0.0125467
257,5000,0.840164,0.00442841
269,5000,0.637604,0.0142241
282,5000,0.629554,0.00620347
295,5000,0.721534,0.00713873
309,5000,0.637466,0.00423802
324,5000,0.488984,0.00117755
339,5000,0.55434,0.01508
356,5000,0.760234,0.00631372
373,5000,0.393615,0.0198607
390,5000,0.563197,0.00655344
409,5000,0.768352,0.000519764
428,5000,0.270404,0.0044468
449,5000,0.551703,0.00966008
470,5000,0.502153,0.00141842
493,5000,0.681297,0.0144414
516,5000,0.416233,0.0316348
541,5000,0.814196,0.0017712
566,5000,0.565974,0.0210679
593,5000,0.666436,0.001825
622,5000,0.235762,0.00151845
651,5000,0.433443,0.00204313
682,5000,0.518158,0.0257137
715,5000,0.459924,0.00961765
749,5000,0.313631,0.0140181
785,5000,0.0812208,0.002745
822,5000,0.39217,0.00417079
861,5000,0.352441,0.00610302
902,5000,0.155775,0.00826818
945,5000,0.370077,0.00589721
990,5000,0.708312,0.00107422
1038,5000,0.424027,0.013201
1087,5000,0.295315,0.00285938
1139,5000,0.526468,0.00181547
1193,5000,0.522573,0.00977906
1250,5000,0.380294,0.0061933
1309,5000,0.66174,0.00520213
1372,5000,0.49443,0.0047274
1437,5000,0.546118,0.00353779
1505,5000,0.547788,0.00125028
1577,5000,0.119518,0.00354623
1652,5000,0.170879,0.006385
1731,5000,0.334326,0.00582695
1813,5000,0.661318,0.002644
1900,5000,0.644116,0.00721878
1990,5000,0.10722,9.57052e-05
2085,5000,0.510675,0.00503334
2184,5000,0.503561,0.00151615
2288,5000,0.652966,0.00363739
2397,5000,0.42914,0.00091918
2512,5000,0.666382,0.00954946
2631,5000,0.508886,0.00300805
2757,5000,0.582367,0.000347609
2888,5000,0.538132,0.000769108
3025,5000,0.421288,0.00770306
3169,5000,0.629262,0.00312468
3320,5000,0.679732,0.00392249
3478,5000,0.680037,0.00317828
3644,5000,0.688426,0.00519965
3818,5000,0.759707,0.00558886
4000,5000,0.688354,0.0102988
