n,t,va,prev
40,5000,0.995522,0.000747506
41,5000,0.996273,0.000137642
43,5000,0.995196,0.000489658
45,5000,0.994733,0.000608813
48,5000,0.996774,0.000137553
50,5000,0.993384,0.00264322
52,5000,0.995105,0.000899401
55,5000,0.994861,0.000161033
58,5000,0.996,6.62479e-05
60,5000,0.996266,0.000128403
63,5000,0.996094,0.000261923
66,5000,0.994829,0.00187193
69,5000,0.994494,0.00030821
73,5000,0.995724,0.00108393
76,5000,0.994354,0.000750067
80,5000,0.996197,0.000124074
84,5000,0.995715,7.01502e-05
88,5000,0.994287,5.9426e-05
92,5000,0.99271,0.000146795
96,5000,0.994799,0.000989258
101,5000,0.992022,0.000513609
106,5000,0.994283,0.00252602
111,5000,0.992975,0.0022591
116,5000,0.994544,0.00162423
122,5000,0.995215,0.000327273
127,5000,0.995515,4.4881e-05
134,5000,0.986028,2.56621e-05
140,5000,0.994044,0.000150255
147,5000,0.995367,0.000379076
154,5000,0.995382,0.000963445
161,5000,0.994448,0.00144546
169,5000,0.992622,0.000773759
177,5000,0.994383,0.000710127
185,5000,0.994754,0.000839426
194,5000,0.993343,0.00116335
203,5000,0.993513,0.000309013
213,5000,0.995689,0.00129332
223,5000,0.995299,7.83335e-05
234,5000,0.991801,0.00138789
245,5000,0.992211,0.000201728
257,5000,0.988063,0.00128418
269,5000,0.983477,0.000309106
282,5000,0.989774,0.00229247
295,5000,0.992352,0.000294929
309,5000,0.994639,5.79095e-05
324,5000,0.988726,0.000187604
339,5000,0.993436,0.00102673
356,5000,0.98528,0.000516582
373,5000,0.981453,0.000696044
390,5000,0.969331,0.000702852
409,5000,0.962891,0.000149502
428,5000,0.979967,0.0018957
449,5000,0.937044,0.000963203
470,5000,0.888384,0.00679093
493,5000,0.960862,0.000188957
516,5000,0.964304,0.000573522
541,5000,0.889396,0.0030443
566,5000,0.947242,0.00013205
593,5000,0.890086,0.0028069
622,5000,0.957755,0.00230859
651,5000,0.963314,0.00168414
682,5000,0.964619,0.00181394
715,5000,0.925498,0.00207522
749,5000,0.925168,0.00226152
785,5000,0.950684,0.000635608
822,5000,0.951203,0.00245295
861,5000,0.943083,0.000643748
902,5000,0.937646,0.00039259
945,5000,0.967052,0.00290525
990,5000,0.958583,0.00147567
1038,5000,0.944947,0.00111885
1087,5000,0.92882,0.0025531
1139,5000,0.92732,0.00463387
1193,5000,0.856703,0.00666563
1250,5000,0.941375,0.000837904
1309,5000,0.915517,0.00149379
1372,5000,0.945217,0.000579472
1437,5000,0.949369,0.0019065
1505,5000,0.93023,0.0005343
1577,5000,0.959527,0.00218709
1652,5000,0.944792,0.000666973
1731,5000,0.948232,0.000980339
1813,5000,0.957664,0.000920799
1900,5000,0.958177,0.00108917
1990,5000,0.937635,0.00154
2085,5000,0.948737,0.000359906
2184,5000,0.958661,0.000926845
2288,5000,0.941633,0.00139402
2397,5000,0.954704,0.000380237
2512,5000,0.952279,0.00196636
2631,5000,0.947214,0.000244695
2757,5000,0.957112,0.000161237
2888,5000,0.959416,0.000534229
3025,5000,0.932551,0.00119177
3169,5000,0.95233,0.000142956
3320,5000,0.953911,0.0003433
3478,5000,0.959217,0.00121613
3644,5000,0.960631,5.89995e-05
3818,5000,0.929631,0.000917951
4000,5000,0.916304,0.000559853
