n,t,va,prev
40,5000,0.980792,0.00465287
41,5000,0.992324,0.00234404
43,5000,0.987745,0.00452051
45,5000,0.989552,0.000890435
48,5000,0.990074,0.00349785
50,5000,0.988816,0.0013764
52,5000,0.988744,0.00197962
55,5000,0.985437,0.00261093
58,5000,0.989379,0.00154389
60,5000,0.988824,0.00391284
63,5000,0.986956,0.00240108
66,5000,0.9851,0.00130209
69,5000,0.991576,0.00823395
73,5000,0.983731,0.00143823
76,5000,0.959295,0.00755073
80,5000,0.983943,0.00333856
84,5000,0.981359,0.00203644
88,5000,0.96709,0.00911091
92,5000,0.984026,0.00379673
96,5000,0.986662,0.00188156
101,5000,0.980779,0.000211701
106,5000,0.977926,0.00362095
111,5000,0.986344,0.000961899
116,5000,0.979229,0.00442445
122,5000,0.980324,0.00275408
127,5000,0.98321,0.00203694
134,5000,0.941409,0.000489784
140,5000,0.974982,0.00560216
147,5000,0.983168,0.00024753
154,5000,0.974557,0.00330922
161,5000,0.983992,0.002111
169,5000,0.921787,0.00976769
177,5000,0.977123,0.00329528
185,5000,0.982945,0.00159127
194,5000,0.906093,0.00928995
203,5000,0.891822,0.00471796
213,5000,0.948392,0.00153688
223,5000,0.936441,0.00537392
234,5000,0.84576,0.000789293
245,5000,0.968425,0.00710628
257,5000,0.861177,0.00451836
269,5000,0.603281,0.0196854
282,5000,0.900926,0.00389081
295,5000,0.889612,0.00320094
309,5000,0.911574,0.00664257
324,5000,0.78993,0.00671383
339,5000,0.80315,0.0109216
356,5000,0.788798,0.0044507
373,5000,0.538351,0.000785346
390,5000,0.776027,0.00431129
409,5000,0.441453,3.39248e-05
428,5000,0.904845,0.0122131
449,5000,0.749558,0.0131555
470,5000,0.750389,0.0028452
493,5000,0.667587,0.000767046
516,5000,0.805206,0.000208302
541,5000,0.726659,0.0147431
566,5000,0.815617,0.00269893
593,5000,0.794221,0.0153985
622,5000,0.822812,0.0093207
651,5000,0.854165,0.00331601
682,5000,0.587114,0.00245778
715,5000,0.710144,0.00108636
749,5000,0.875946,0.00380089
785,5000,0.581515,0.00561191
822,5000,0.809081,0.00204257
861,5000,0.766685,0.00568864
902,5000,0.838489,0.00228544
945,5000,0.741818,0.0120774
990,5000,0.708308,0.0100353
1038,5000,0.771166,0.00308193
1087,5000,0.79497,0.00867918
1139,5000,0.739132,0.00505429
1193,5000,0.822407,0.00325956
1250,5000,0.712091,0.00249036
1309,5000,0.743464,0.00314202
1372,5000,0.773643,0.00449786
1437,5000,0.776904,0.00374259
1505,5000,0.745729,0.0025641
1577,5000,0.737652,0.00425535
1652,5000,0.825322,0.0029744
1731,5000,0.809012,0.00287407
1813,5000,0.725639,0.00461397
1900,5000,0.791922,0.00125403
1990,5000,0.781608,0.00159619
2085,5000,0.868002,0.00792796
2184,5000,0.739472,0.00444698
2288,5000,0.718266,0.00547763
2397,5000,0.833198,0.00194207
2512,5000,0.844325,0.000945489
2631,5000,0.839201,0.00331268
2757,5000,0.817101,0.00112464
2888,5000,0.831275,0.000930127
3025,5000,0.800278,4.39809e-05
3169,5000,0.824788,0.00173654
3320,5000,0.796837,0.0014121
3478,5000,0.858437,0.000656862
3644,5000,0.803673,0.00421848
3818,5000,0.833654,0.00144945
4000,5000,0.855968,0.00545414
