n,t,va,prev
40,5000,0.194063,0.0318218
41,5000,0.611741,0.02825
43,5000,0.609844,0.0253412
45,5000,0.520019,0.10225
48,5000,0.0941305,0.0549699
50,5000,0.196375,0.0186867
52,5000,0.581405,0.125836
55,5000,0.140451,0.086213
58,5000,0.0943363,0.0717496
60,5000,0.252217,0.103805
63,5000,0.412715,0.0298266
66,5000,0.680379,0.0348558
69,5000,0.16857,0.0278355
73,5000,0.169443,0.0268732
76,5000,0.535158,0.0500593
80,5000,0.085198,0.0466835
84,5000,0.676707,0.016214
88,5000,0.252233,0.0427822
92,5000,0.639197,0.0409423
96,5000,0.156384,0.0871786
101,5000,0.383203,0.00163593
106,5000,0.289156,0.0310835
111,5000,0.390064,0.0488415
116,5000,0.097155,0.0249274
122,5000,0.392247,0.00858865
127,5000,0.14383,0.0459199
134,5000,0.145675,0.0453531
140,5000,0.0986939,0.0139908
147,5000,0.0862643,0.00567798
154,5000,0.295892,0.0783854
161,5000,0.14329,0.0447226
169,5000,0.24774,0.0197266
177,5000,0.202258,0.0124904
185,5000,0.135549,0.0906537
194,5000,0.2437,0.0384146
203,5000,0.0666802,0.0185313
213,5000,0.325052,0.0745459
223,5000,0.237756,0.0165114
234,5000,0.145636,0.0516338
245,5000,0.152152,0.055779
257,5000,0.287349,0.0118923
269,5000,0.400326,0.00145476
282,5000,0.161011,0.0354531
295,5000,0.185798,0.00125056
309,5000,0.159494,0.00753026
324,5000,0.305802,0.0232267
339,5000,0.228511,0.00734383
356,5000,0.244953,0.0107827
373,5000,0.0853323,0.0208213
390,5000,0.226339,0.083295
409,5000,0.227229,0.0334293
428,5000,0.320392,0.041095
449,5000,0.0436889,0.0124162
470,5000,0.0659897,0.0295671
493,5000,0.111423,0.0116463
516,5000,0.0618513,0.0158271
541,5000,0.207842,0.0367252
566,5000,0.0862762,0.000164489
593,5000,0.125594,0.00523011
622,5000,0.0627602,0.0151903
651,5000,0.135649,0.00681084
682,5000,0.0729947,0.027863
715,5000,0.0971568,0.00461581
749,5000,0.123904,0.00662209
785,5000,0.121228,0.000168026
822,5000,0.0902374,0.00525603
861,5000,0.0500153,0.00833434
902,5000,0.104143,0.0274186
945,5000,0.160114,0.0255122
990,5000,0.0791778,0.0143444
1038,5000,0.0428725,0.0199046
1087,5000,0.101294,0.0115457
1139,5000,0.0781404,0.0179731
1193,5000,0.0654391,0.0175864
1250,5000,0.0312238,0.0220034
1309,5000,0.122088,0.00254943
1372,5000,0.069313,0.00178544
1437,5000,0.116922,0.0167104
1505,5000,0.0908968,0.00101438
1577,5000,0.0890904,0.0124473
1652,5000,0.0523042,0.0250519
1731,5000,0.049417,0.0034766
1813,5000,0.0314362,0.0103007
1900,5000,0.0654447,0.00681747
1990,5000,0.0100542,0.00465736
2085,5000,0.0411516,0.0037729
2184,5000,0.0825666,0.0399126
2288,5000,0.0349411,0.00689733
2397,5000,0.0549202,0.00716825
2512,5000,0.0237773,0.00935293
2631,5000,0.0771659,0.000228575
2757,5000,0.0457745,0.00533899
2888,5000,0.0671768,0.0172594
3025,5000,0.0478395,0.00808208
3169,5000,0.012316,0.0235752
3320,5000,0.0346855,0.0041744
3478,5000,0.016725,0.00321861
3644,5000,0.0816483,0.0247574
3818,5000,0.0397789,0.00423524
4000,5000,0.0324816,0.00926586
