n,t,va,prev
40,5000,0.998643,0.000147862
41,5000,0.998889,0.000374058
43,5000,0.998609,0.000120135
45,5000,0.998333,1.8493e-05
48,5000,0.998382,0.00154293
50,5000,0.997836,0.000571209
52,5000,0.997897,0.000262979
55,5000,0.999342,0.00140844
58,5000,0.998029,0.000333638
60,5000,0.997403,0.0003866
63,5000,0.998007,0.000649047
66,5000,0.998055,0.000502191
69,5000,0.999299,0.000814336
73,5000,0.998091,0.000212955
76,5000,0.998387,9.52795e-05
80,5000,0.997643,4.83544e-05
84,5000,0.998362,0.000111863
88,5000,0.998231,0.000232682
92,5000,0.998135,3.11997e-05
96,5000,0.998018,2.92001e-05
101,5000,0.998121,0.00048861
106,5000,0.99778,0.000227569
111,5000,0.99788,0.000359778
116,5000,0.997982,0.000232911
122,5000,0.997997,0.00102724
127,5000,0.997947,7.22871e-05
134,5000,0.998121,0.000319043
140,5000,0.997676,0.000150024
147,5000,0.99763,0.000362896
154,5000,0.998218,0.000463357
161,5000,0.998004,0.000586977
169,5000,0.998246,0.000393208
177,5000,0.99824,5.53451e-05
185,5000,0.997333,8.61064e-05
194,5000,0.996465,0.000105092
203,5000,0.997984,3.41333e-05
213,5000,0.997996,4.98673e-05
223,5000,0.997992,0.000408307
234,5000,0.998237,0.000331885
245,5000,0.99826,0.000274166
257,5000,0.997072,0.000514603
269,5000,0.997641,0.000107762
282,5000,0.997807,3.91572e-05
295,5000,0.997481,0.000502184
309,5000,0.997219,0.000192956
324,5000,0.997272,0.000268979
339,5000,0.99781,0.000159752
356,5000,0.997625,0.000289599
373,5000,0.997355,0.000203526
390,5000,0.996846,0.000312859
409,5000,0.997604,0.000156827
428,4147,0.99693,2.70534e-07
449,5000,0.997079,0.000448892
470,5000,0.99706,6.5351e-05
493,5000,0.993834,0.000654371
516,5000,0.996582,0.000498514
541,5000,0.989564,0.000574709
566,5000,0.993078,0.000507843
593,5000,0.990207,0.000721812
622,5000,0.992261,0.000343925
651,5000,0.983923,0.00154343
682,5000,0.955435,0.000222745
715,5000,0.99109,0.00035941
749,5000,0.978868,0.00134864
785,5000,0.959185,0.00134365
822,5000,0.97667,0.000668225
861,5000,0.989475,0.000505013
902,5000,0.949643,0.00160404
945,5000,0.972206,0.000471834
990,5000,0.959634,0.000368629
1038,5000,0.984009,0.000871495
1087,5000,0.971108,0.000783149
1139,5000,0.987198,0.0005022
1193,5000,0.980561,6.24599e-05
1250,5000,0.974108,0.000301388
1309,5000,0.979366,0.000297922
1372,5000,0.973654,0.000730075
1437,5000,0.959435,0.000522879
1505,5000,0.968632,0.000447761
1577,5000,0.976148,0.000190752
1652,5000,0.96486,0.000924304
1731,5000,0.978042,0.000410829
1813,5000,0.976363,0.0007392
1900,5000,0.978963,0.000543308
1990,5000,0.984874,0.000181298
2085,5000,0.985682,0.000625549
2184,5000,0.974188,0.000633877
2288,5000,0.969255,0.000463733
2397,5000,0.978746,0.000244494
2512,5000,0.97424,0.000513645
2631,5000,0.969038,8.23226e-05
2757,5000,0.974822,0.000582171
2888,5000,0.978396,0.000766211
3025,5000,0.984077,0.000257038
3169,5000,0.980229,0.000799868
3320,5000,0.971581,4.54817e-05
3478,5000,0.982016,0.000319956
3644,5000,0.983435,0.000720075
3818,5000,0.978132,0.000283249
4000,5000,0.977596,0.000396864
