n,t,va,prev
40,5000,0.749441,0.118819
41,5000,0.838328,0.0692368
43,5000,0.832394,0.0186871
45,5000,0.857841,0.0188812
48,5000,0.84368,0.00798469
50,5000,0.817451,0.0477607
52,5000,0.791304,0.00366101
55,5000,0.897438,0.0150349
58,5000,0.852551,0.00393416
60,5000,0.791116,0.035213
63,5000,0.793842,0.0796149
66,5000,0.849683,0.103197
69,5000,0.869944,0.047619
73,5000,0.819466,0.00705608
76,5000,0.856418,0.0338798
80,5000,0.852789,0.00812576
84,5000,0.783423,0.0139829
88,5000,0.821031,0.0272098
92,5000,0.799204,0.0463073
96,5000,0.762188,0.0219004
101,5000,0.801629,0.00500874
106,5000,0.772382,0.044651
111,5000,0.781239,0.0511789
116,5000,0.855862,0.0525614
122,5000,0.817577,0.00106
127,5000,0.821247,0.014824
134,5000,0.780292,0.0327331
140,5000,0.844751,0.0106972
147,5000,0.82202,0.0202554
154,5000,0.743486,0.00443402
161,5000,0.80705,0.024245
169,5000,0.752386,0.045578
177,5000,0.822128,0.0178032
185,5000,0.822941,0.0714434
194,5000,0.799934,0.0121575
203,5000,0.798519,0.00490421
213,5000,0.776304,0.0185903
223,5000,0.757725,0.0169133
234,5000,0.835071,0.0210485
245,5000,0.764511,0.0127922
257,5000,0.786209,0.0455169
269,5000,0.553044,0.0285934
282,5000,0.766993,0.00671952
295,5000,0.761446,0.0064879
309,5000,0.575938,0.0208249
324,5000,0.753555,0.0419519
339,5000,0.229009,0.00325048
356,5000,0.709113,0.0451116
373,5000,0.532403,0.0635042
390,5000,0.460396,0.0155305
409,5000,0.722874,0.0059607
428,5000,0.0872904,0.00900722
449,5000,0.499815,0.0408532
470,5000,0.0903548,0.0247871
493,5000,0.335493,0.0319745
516,5000,0.240003,0.0537037
541,5000,0.268651,0.000213657
566,5000,0.10131,0.0167282
593,5000,0.511951,0.0198533
622,5000,0.218121,0.0287809
651,5000,0.357334,0.00111486
682,5000,0.391149,0.0113955
715,5000,0.332527,0.0148054
749,5000,0.367498,0.0177184
785,5000,0.386043,0.00992663
822,5000,0.19132,0.0168635
861,5000,0.114446,0.00672754
902,5000,0.0676251,0.0158727
945,5000,0.220362,0.0291755
990,5000,0.200496,0.0278128
1038,5000,0.219326,0.0103741
1087,5000,0.0244762,0.0246874
1139,5000,0.299727,0.0104312
1193,5000,0.151559,0.00154936
1250,5000,0.380262,0.0114685
1309,5000,0.25725,0.0142719
1372,5000,0.15775,0.00971859
1437,5000,0.0940599,0.0201054
1505,5000,0.093126,0.0274314
1577,5000,0.136104,0.0266943
1652,5000,0.344791,0.027258
1731,5000,0.341322,0.00283974
1813,5000,0.0838814,0.015149
1900,5000,0.357392,0.00132947
1990,5000,0.172655,0.0314731
2085,5000,0.0581075,0.0064511
2184,5000,0.0252855,0.0174729
2288,5000,0.121748,0.0160761
2397,5000,0.0404444,0.025
2512,5000,0.124362,0.00112918
2631,5000,0.12466,0.00785772
2757,5000,0.0651184,0.00204476
2888,5000,0.14229,0.0122868
3025,5000,0.0918803,0.00228274
3169,5000,0.139169,0.0147389
3320,5000,0.0278846,0.0106242
3478,5000,0.0713991,0.0136848
3644,5000,0.16016,0.0070818
3818,5000,0.0228795,0.00381476
4000,5000,0.0288794,0.00316733
