n,t,va,prev
40,5000,0.925282,0.00137897
41,5000,0.924833,0.00482713
43,5000,0.891335,0.00590266
45,5000,0.936072,0.0280221
48,5000,0.915532,0.0128122
50,5000,0.924718,0.0419593
52,5000,0.924169,0.0392189
55,5000,0.91967,0.0209855
58,5000,0.904357,0.00493385
60,5000,0.901209,0.0305505
63,5000,0.922092,0.0181371
66,5000,0.88255,0.0451702
69,5000,0.879478,0.00702272
73,5000,0.906384,0.0178476
76,5000,0.911342,0.0295711
80,5000,0.912769,0.00605074
84,5000,0.898609,0.00293839
88,5000,0.914356,0.0309669
92,5000,0.909375,0.00703009
96,5000,0.892965,0.00490086
101,5000,0.88546,0.0140814
106,5000,0.895108,0.0060014
111,5000,0.884105,0.0284818
116,5000,0.902353,0.00883586
122,5000,0.915732,0.0175429
127,5000,0.891234,0.0265129
134,5000,0.882093,0.0372596
140,5000,0.900185,0.00787218
147,5000,0.902439,0.0139922
154,5000,0.883123,0.0124025
161,5000,0.900938,0.00551115
169,5000,0.878225,0.0166412
177,5000,0.869329,0.019429
185,5000,0.892006,0.0216144
194,5000,0.848397,0.0116389
203,5000,0.889327,0.0204906
213,5000,0.878184,0.00988094
223,5000,0.889308,0.00637774
234,5000,0.894238,0.00125044
245,5000,0.88932,0.00710213
257,5000,0.853838,0.0206937
269,5000,0.892956,0.0212925
282,5000,0.808815,0.035928
295,5000,0.866709,0.00336397
309,5000,0.900613,0.00944911
324,5000,0.775922,0.0141254
339,5000,0.870096,0.00881501
356,5000,0.835399,0.0178836
373,5000,0.811647,0.0117381
390,5000,0.541722,0.0121732
409,5000,0.301716,0.0134765
428,5000,0.445263,0.0222238
449,5000,0.575002,0.0104569
470,5000,0.484724,0.00978336
493,5000,0.441465,0.0116546
516,5000,0.212177,0.0324754
541,5000,0.564925,0.0119512
566,5000,0.436771,0.00861577
593,5000,0.523296,0.0170563
622,5000,0.117702,0.0343963
651,5000,0.581967,0.0106926
682,5000,0.285727,0.0308299
715,5000,0.351804,0.0291908
749,5000,0.537494,0.00155837
785,5000,0.34487,0.0214399
822,5000,0.419731,0.0119759
861,5000,0.224961,0.014207
902,5000,0.0641966,0.0293882
945,5000,0.340137,0.0338518
990,5000,0.335149,0.00413701
1038,5000,0.206184,0.0107022
1087,5000,0.0837068,0.00925578
1139,5000,0.261596,0.00352878
1193,5000,0.215648,0.00197562
1250,5000,0.160693,0.0191745
1309,5000,0.467831,0.00371927
1372,5000,0.527908,0.0119308
1437,5000,0.153862,0.00503476
1505,5000,0.358709,0.00127696
1577,5000,0.44916,0.0049735
1652,5000,0.212192,0.0201876
1731,5000,0.317872,0.0194481
1813,5000,0.350759,0.00631028
1900,5000,0.309999,0.00116408
1990,5000,0.226214,0.000726945
2085,5000,0.138296,0.0120551
2184,5000,0.207965,0.0173884
2288,5000,0.0465211,0.0120774
2397,5000,0.0892565,0.00612346
2512,5000,0.184351,0.0077136
2631,5000,0.1709,0.00937513
2757,5000,0.0573842,0.00292756
2888,5000,0.207465,0.0109836
3025,5000,0.320307,0.00191929
3169,5000,0.0436689,0.024183
3320,5000,0.140841,0.0198388
3478,5000,0.146196,0.0205623
3644,5000,0.0955692,0.00815797
3818,5000,0.20615,0.0040187
4000,5000,0.292035,0.00104567
