n,t,va,prev
40,5000,0.998678,3.34887e-06
41,5000,0.997479,0.00101294
43,5000,0.998783,0.000251981
45,5000,0.998743,0.000601812
48,5000,0.998026,0.000313125
50,5000,0.99793,0.000372611
52,5000,0.998337,2.46479e-05
55,5000,0.997992,8.98885e-05
58,5000,0.998423,7.26336e-05
60,5000,0.998315,0.000733455
63,5000,0.998391,2.85282e-05
66,5000,0.998594,0.000256463
69,5000,0.998055,9.94841e-05
73,5000,0.998059,0.000793926
76,5000,0.99765,0.000344808
80,5000,0.998238,0.000283966
84,5000,0.997826,0.000158315
88,5000,0.997856,0.00048494
92,5000,0.998142,0.000247254
96,5000,0.997455,0.000211933
101,5000,0.99776,0.000173888
106,5000,0.997657,8.33463e-05
111,5000,0.998009,0.000342878
116,5000,0.997691,0.000246533
122,5000,0.997782,0.000439285
127,5000,0.996693,0.000416665
134,5000,0.997076,0.000525387
140,5000,0.998184,4.52945e-05
147,5000,0.998089,0.000363867
154,2198,0.997813,1.15081e-06
161,5000,0.997673,1.80857e-06
169,5000,0.997396,0.000493369
177,5000,0.997753,0.000451809
185,5000,0.997868,0.000363859
194,5000,0.99819,0.000293378
203,4028,0.997292,1.15919e-06
213,5000,0.997547,0.000297622
223,5000,0.997185,0.000581246
234,5000,0.997512,0.000181941
245,5000,0.997961,7.84309e-05
257,5000,0.997992,0.000786047
269,5000,0.996833,0.00023923
282,5000,0.997836,0.000340812
295,5000,0.997493,0.000354423
309,5000,0.996759,0.000277871
324,5000,0.997393,0.000252785
339,5000,0.997204,0.000737178
356,5000,0.997335,4.98094e-05
373,5000,0.997287,0.000135387
390,5000,0.997335,0.000149803
409,5000,0.997345,3.5426e-05
428,5000,0.997251,5.56241e-05
449,5000,0.995194,0.000238911
470,5000,0.981005,0.000320951
493,5000,0.994132,0.000724321
516,5000,0.993912,0.000364769
541,5000,0.973521,0.000539898
566,5000,0.927779,0.000942552
593,5000,0.936206,0.000289343
622,5000,0.992273,0.000538517
651,5000,0.972189,0.000118893
682,5000,0.975497,1.88926e-06
715,5000,0.983166,0.00122473
749,5000,0.935449,0.000373883
785,5000,0.970446,0.00057793
822,5000,0.976872,0.000840074
861,5000,0.962308,7.57639e-05
902,5000,0.986717,0.000251327
945,5000,0.956682,0.00223628
990,5000,0.958719,0.000660745
1038,5000,0.989634,0.000334385
1087,5000,0.981782,0.000168576
1139,5000,0.985686,0.00106647
1193,5000,0.952127,0.00204018
1250,5000,0.974066,5.17003e-07
1309,5000,0.958383,0.0018395
1372,5000,0.981312,0.000361507
1437,5000,0.98215,0.000396985
1505,5000,0.958516,0.00038279
1577,5000,0.970658,0.000168813
1652,5000,0.975434,0.000635048
1731,5000,0.974737,0.000131605
1813,5000,0.968414,0.00044993
1900,5000,0.98391,7.16954e-05
1990,5000,0.971973,0.0004657
2085,5000,0.979987,0.000171215
2184,5000,0.981437,0.000757932
2288,5000,0.979873,0.000583911
2397,5000,0.956814,0.00250266
2512,5000,0.974933,0.000934441
2631,5000,0.97934,0.000539668
2757,5000,0.986028,0.000236203
2888,5000,0.980111,0.000159128
3025,5000,0.977601,0.00105698
3169,5000,0.981224,0.000125279
3320,5000,0.978441,0.000493432
3478,5000,0.97576,0.000125475
3644,5000,0.981523,0.00034761
3818,5000,0.974799,0.000180063
4000,5000,0.967297,0.000334127
