n,t,va,prev
40,5000,0.890387,0.0724234
41,5000,0.80567,0.000312066
43,5000,0.847076,0.00690275
45,5000,0.853254,0.0392187
48,5000,0.807066,0.0440585
50,5000,0.857423,0.0479657
52,5000,0.856615,0.0759783
55,5000,0.837668,0.0284868
58,5000,0.793152,0.051282
60,5000,0.848245,0.0337342
63,5000,0.87318,0.0175423
66,5000,0.883493,0.116026
69,5000,0.849609,0.0118768
73,5000,0.755671,0.0321855
76,5000,0.787771,0.0392259
80,5000,0.814695,0.0229262
84,5000,0.843721,0.0132126
88,5000,0.864749,0.00804484
92,5000,0.816585,0.0493847
96,5000,0.781488,0.0319362
101,5000,0.80672,0.0341559
106,5000,0.806699,0.00953839
111,5000,0.769686,0.00960687
116,5000,0.843029,0.00866275
122,5000,0.826235,0.0168254
127,5000,0.733051,0.0731878
134,5000,0.817005,0.00407734
140,5000,0.78939,0.00736116
147,5000,0.805224,0.0270215
154,5000,0.826334,0.0247254
161,5000,0.780592,0.0231438
169,5000,0.828936,0.0282214
177,5000,0.8049,0.0047359
185,5000,0.797715,0.00602996
194,5000,0.75882,0.0363939
203,5000,0.781469,0.0310136
213,5000,0.716308,0.0190143
223,5000,0.74152,0.0128829
234,5000,0.729508,0.042262
245,5000,0.761045,0.0369099
257,5000,0.775857,0.0248209
269,5000,0.738425,0.0145399
282,5000,0.781257,0.0333389
295,5000,0.783991,0.0272988
309,5000,0.654272,0.0501459
324,5000,0.804862,0.0196903
339,5000,0.786727,0.0105546
356,5000,0.288527,0.0271776
373,5000,0.665519,0.00536691
390,5000,0.527887,0.00404883
409,5000,0.185943,0.0171054
428,5000,0.626079,0.00891046
449,5000,0.34571,0.0206584
470,5000,0.281726,0.00152125
493,5000,0.307325,0.0364931
516,5000,0.34965,0.0311561
541,5000,0.251539,0.0152843
566,5000,0.337585,0.03166
593,5000,0.48365,0.0191447
622,5000,0.190717,0.0408977
651,5000,0.460685,0.00260443
682,5000,0.33697,0.0337398
715,5000,0.0756133,0.0317844
749,5000,0.335619,0.00594967
785,5000,0.365964,0.0147726
822,5000,0.169089,0.0128856
861,5000,0.0148978,0.0409756
902,5000,0.108832,0.00600367
945,5000,0.288182,0.00332917
990,5000,0.16302,0.0439657
1038,5000,0.258152,0.0156779
1087,5000,0.356856,0.0211576
1139,5000,0.284917,0.00933311
1193,5000,0.358938,0.0284729
1250,5000,0.266356,0.0118069
1309,5000,0.242779,0.0223755
1372,5000,0.229721,0.0139752
1437,5000,0.407072,0.00764272
1505,5000,0.242712,0.00512128
1577,5000,0.290868,0.000635058
1652,5000,0.0681465,0.0140902
1731,5000,0.332968,0.0035342
1813,5000,0.212354,0.0237105
1900,5000,0.0620619,0.00873018
1990,5000,0.205703,0.00628387
2085,5000,0.130014,0.00921372
2184,5000,0.121141,0.00825591
2288,5000,0.0563283,0.0169901
2397,5000,0.0507939,0.01657
2512,5000,0.0884557,0.0268128
2631,5000,0.247703,0.01338
2757,5000,0.0964567,0.0148146
2888,5000,0.071805,0.0103688
3025,5000,0.01663,0.0156778
3169,5000,0.191439,0.00605397
3320,5000,0.0978914,0.0114134
3478,5000,0.149384,0.00261458
3644,5000,0.268484,0.0166651
3818,5000,0.0347572,0.0239773
4000,5000,0.14899,0.00241574
