n,t,va,prev
40,5000,0.812247,0.0674133
41,5000,0.89189,0.0496275
43,5000,0.800097,0.0249806
45,5000,0.837645,0.0400972
48,5000,0.812151,0.0199128
50,5000,0.867149,0.0564342
52,5000,0.785189,0.104006
55,5000,0.790417,0.0141052
58,5000,0.798686,0.068109
60,5000,0.850215,0.0422193
63,5000,0.784648,0.0127637
66,5000,0.761786,0.0272816
69,5000,0.876913,0.0941478
73,5000,0.810281,0.0456359
76,5000,0.721786,0.0308878
80,5000,0.829449,0.0506317
84,5000,0.686217,0.0126848
88,5000,0.768656,0.0264748
92,5000,0.737564,0.0687702
96,5000,0.769759,0.0511914
101,5000,0.71494,0.00102245
106,5000,0.795642,0.0218675
111,5000,0.835105,0.0438105
116,5000,0.780989,0.0136783
122,5000,0.796205,0.00737817
127,5000,0.73187,0.0150467
134,5000,0.377786,0.0611278
140,5000,0.818332,0.00627821
147,5000,0.754998,0.0329648
154,5000,0.800483,0.0331361
161,5000,0.804628,0.0286095
169,5000,0.764364,0.0187927
177,5000,0.720909,0.0480189
185,5000,0.657611,0.0733715
194,5000,0.775929,0.0113161
203,5000,0.685455,0.00531663
213,5000,0.442461,7.45905e-05
223,5000,0.731513,0.0405241
234,5000,0.658191,0.00719404
245,5000,0.617525,0.0130225
257,5000,0.13208,0.00275892
269,5000,0.698148,0.0355137
282,5000,0.531415,0.0245169
295,5000,0.302002,0.0240682
309,5000,0.46167,0.038209
324,5000,0.474486,0.0206119
339,5000,0.67089,0.00261311
356,5000,0.024037,0.0118018
373,5000,0.178378,0.0291054
390,5000,0.469196,0.00985833
409,5000,0.503533,0.05558
428,5000,0.151368,0.0384004
449,5000,0.370108,0.0342639
470,5000,0.0816679,0.00926078
493,5000,0.544913,0.0150811
516,5000,0.430839,0.033059
541,5000,0.162643,0.00551179
566,5000,0.271922,0.0266169
593,5000,0.134009,0.031951
622,5000,0.416086,0.0059956
651,5000,0.119497,0.00524307
682,5000,0.103204,0.0420455
715,5000,0.248461,0.0114584
749,5000,0.143773,0.0249767
785,5000,0.157886,0.0269696
822,5000,0.341045,0.0229296
861,5000,0.2493,0.0427374
902,5000,0.218716,0.0300076
945,5000,0.160607,0.0321167
990,5000,0.0543614,0.00194122
1038,5000,0.385292,0.0129992
1087,5000,0.0776298,0.0120708
1139,5000,0.114127,0.00616661
1193,5000,0.215754,0.0108654
1250,5000,0.15964,0.0327769
1309,5000,0.224362,0.0266771
1372,5000,0.0816618,0.00391149
1437,5000,0.084401,0.0164127
1505,5000,0.037851,0.000127131
1577,5000,0.0545223,0.0241621
1652,5000,0.193445,0.00183838
1731,5000,0.0385187,0.00900734
1813,5000,0.0262188,0.0124969
1900,5000,0.0700318,0.00477478
1990,5000,0.0598409,0.0219398
2085,5000,0.212231,0.0428419
2184,5000,0.0583959,0.000619363
2288,5000,0.0693216,0.0065539
2397,5000,0.179945,0.00222612
2512,5000,0.0715372,0.00151103
2631,5000,0.0165549,0.00437895
2757,5000,0.106016,0.00018764
2888,5000,0.0597678,0.023697
3025,5000,0.0392974,0.00436322
3169,5000,0.0719942,0.000425427
3320,5000,0.0946815,0.00765395
3478,5000,0.0994957,0.000991102
3644,5000,0.0447542,0.00828472
3818,5000,0.0624539,0.0242132
4000,5000,0.0977814,0.00515889
