n,t,va,prev
40,5000,0.997831,9.05211e-05
41,5000,0.998769,0.000629232
43,5000,0.997458,0.000408655
45,5000,0.997566,0.000159047
48,5000,0.998433,0.000454907
50,5000,0.998104,0.000282844
52,5000,0.998134,0.00023763
55,5000,0.997302,0.000796365
58,5000,0.996509,0.00148782
60,5000,0.998198,0.000285591
63,5000,0.997307,0.000205118
66,5000,0.99775,0.000330802
69,5000,0.99836,0.000709586
73,5000,0.998826,0.000392538
76,5000,0.99805,0.000176988
80,5000,0.998505,0.000548546
84,5000,0.996918,0.000196518
88,5000,0.997857,0.00026029
92,5000,0.996684,0.000756096
96,5000,0.998072,0.000354099
101,5000,0.996918,0.000178829
106,5000,0.996892,0.000218965
111,5000,0.995153,0.000432416
116,5000,0.997277,0.00055449
122,5000,0.996366,0.0008922
127,5000,0.998004,0.000554377
134,5000,0.996968,0.000262459
140,5000,0.99807,3.00615e-06
147,5000,0.997559,0.000364302
154,5000,0.991613,0.000620448
161,5000,0.995985,0.00011967
169,5000,0.997363,0.000909133
177,5000,0.997217,0.000552505
185,5000,0.995569,0.000611606
194,5000,0.996865,0.000302548
203,5000,0.996875,5.21769e-05
213,5000,0.995977,0.000358924
223,5000,0.997383,0.000361548
234,5000,0.99206,0.00143478
245,5000,0.99614,0.000222094
257,5000,0.996469,0.000351053
269,5000,0.99382,0.000141452
282,4228,0.996319,1.28541e-06
295,5000,0.996326,0.000878651
309,5000,0.995366,0.000424853
324,5000,0.996761,0.000238104
339,5000,0.994848,0.000265264
356,5000,0.986737,0.00131902
373,5000,0.99281,0.000121582
390,5000,0.993415,7.94605e-05
409,5000,0.987214,0.000530161
428,5000,0.968092,0.00178061
449,5000,0.970824,0.00095559
470,5000,0.980047,0.00170965
493,5000,0.969585,0.00259707
516,5000,0.983975,0.000114497
541,5000,0.983692,0.00136914
566,5000,0.973102,0.000326455
593,5000,0.960812,0.0022097
622,5000,0.985785,0.000212558
651,5000,0.972087,0.000392027
682,5000,0.979009,0.000864616
715,5000,0.971332,0.000816844
749,5000,0.959153,0.00031638
785,5000,0.978295,0.000186753
822,5000,0.975478,0.000435763
861,5000,0.967763,0.000143192
902,5000,0.967356,0.00113605
945,5000,0.972581,0.000722213
990,5000,0.974616,0.000370533
1038,5000,0.979482,0.000765519
1087,5000,0.947542,0.00148412
1139,5000,0.959555,9.1831e-05
1193,5000,0.932268,0.00104018
1250,5000,0.969061,0.000925616
1309,5000,0.946753,0.00186374
1372,5000,0.976846,3.29344e-05
1437,5000,0.980378,0.000677095
1505,5000,0.960832,0.000150798
1577,5000,0.950796,0.00179366
1652,5000,0.968058,0.000441607
1731,5000,0.969431,0.000328701
1813,5000,0.976288,0.000641018
1900,5000,0.960541,0.000621821
1990,5000,0.977981,0.000576302
2085,5000,0.963402,0.00025827
2184,5000,0.963025,0.000450474
2288,5000,0.966997,0.000479286
2397,5000,0.981128,0.000161765
2512,5000,0.955065,0.000454668
2631,5000,0.975513,1.82337e-05
2757,5000,0.975325,0.000284422
2888,5000,0.974522,0.000285305
3025,5000,0.969492,2.72841e-05
3169,5000,0.977753,0.000103918
3320,5000,0.978292,0.000498757
3478,5000,0.968067,0.000218737
3644,5000,0.967254,0.000208724
3818,5000,0.971342,0.000676622
4000,5000,0.972971,0.000384162
