n,t,va,prev
40,5000,0.994857,0.000626821
41,5000,0.992917,5.26773e-05
43,5000,0.990675,0.00136666
45,5000,0.990156,0.00289473
48,5000,0.994327,0.000336766
50,5000,0.996581,0.000960057
52,5000,0.989945,0.00183694
55,5000,0.992131,3.92187e-05
58,5000,0.996434,0.00271968
60,5000,0.993263,0.00271407
63,5000,0.995062,0.000786912
66,5000,0.990179,0.000217785
69,5000,0.993452,0.000964583
73,5000,0.996187,0.000128993
76,5000,0.991489,0.00153107
80,5000,0.987721,1.79069e-05
84,5000,0.994286,0.000235811
88,5000,0.992986,0.00219162
92,5000,0.995529,0.00098223
96,5000,0.989809,0.0019766
101,5000,0.975439,0.00388554
106,5000,0.987861,0.00246316
111,5000,0.993067,0.000524446
116,5000,0.996429,0.0027054
122,5000,0.905906,0.00858871
127,5000,0.98912,6.35183e-05
134,5000,0.991425,0.00027257
140,5000,0.988699,0.00194048
147,5000,0.989242,0.00137401
154,5000,0.992681,0.00274364
161,5000,0.968388,0.00134701
169,5000,0.989721,0.0011999
177,5000,0.922363,0.00486815
185,5000,0.809961,0.00822049
194,5000,0.938423,0.00212169
203,5000,0.982882,0.000693457
213,5000,0.906579,0.0101855
223,5000,0.824843,0.00647814
234,5000,0.945067,0.000683208
245,5000,0.781096,0.00396828
257,5000,0.950093,0.00353658
269,5000,0.938707,9.05609e-05
282,5000,0.906273,0.000112862
295,5000,0.847892,0.000125501
309,5000,0.924053,0.00517615
324,5000,0.828885,0.00643285
339,5000,0.8897,0.00571967
356,5000,0.777039,0.00084933
373,5000,0.841764,0.00381177
390,5000,0.950814,0.00333892
409,5000,0.876758,0.00518979
428,5000,0.797225,0.00401788
449,5000,0.888103,0.00141951
470,5000,0.923975,0.00195307
493,5000,0.823758,0.000511397
516,5000,0.778496,0.00435814
541,5000,0.780593,0.000823272
566,5000,0.923807,0.000205316
593,5000,0.886104,0.000183134
622,5000,0.854863,0.00256839
651,5000,0.836598,0.000924677
682,5000,0.938552,0.000279192
715,5000,0.951277,0.00216752
749,5000,0.860939,0.00581664
785,5000,0.771978,0.00251976
822,5000,0.927674,0.00547853
861,5000,0.917704,9.5608e-05
902,5000,0.900075,0.00219055
945,5000,0.882492,6.98149e-05
990,5000,0.884054,3.06609e-05
1038,5000,0.931334,0.00041468
1087,5000,0.908953,0.000553365
1139,5000,0.922319,0.000400033
1193,5000,0.90034,0.00169244
1250,5000,0.815357,0.010959
1309,5000,0.919263,0.00263713
1372,5000,0.896204,0.00286853
1437,5000,0.910191,0.00148669
1505,5000,0.891831,0.00122002
1577,5000,0.902154,0.000668153
1652,5000,0.911195,0.00344037
1731,5000,0.933658,0.00238313
1813,5000,0.918694,9.86249e-05
1900,5000,0.912943,0.00164315
1990,5000,0.91236,0.00182259
2085,5000,0.923224,0.000708591
2184,5000,0.900772,9.84155e-05
2288,5000,0.897772,0.00217763
2397,5000,0.931702,0.000541239
2512,5000,0.929975,0.00105746
2631,5000,0.924578,0.000370655
2757,5000,0.923417,0.00202027
2888,5000,0.906938,0.00237216
3025,5000,0.942658,0.000495256
3169,5000,0.926843,0.000712322
3320,5000,0.902518,0.000988433
3478,5000,0.913866,0.000761627
3644,5000,0.918284,0.00055785
3818,5000,0.896811,0.000267838
4000,5000,0.928611,0.00228686
