n,t,va,prev
40,5000,0.964677,0.00522576
41,5000,0.95712,0.00410129
43,5000,0.961096,0.00295508
45,5000,0.954018,0.0178502
48,5000,0.938035,0.0224017
50,5000,0.934465,0.00131448
52,5000,0.950691,0.00921489
55,5000,0.89934,0.000641034
58,5000,0.952696,0.0146628
60,5000,0.846886,0.0320118
63,5000,0.938956,0.00463148
66,5000,0.87977,0.0207637
69,5000,0.81173,0.00755753
73,5000,0.849067,0.0106289
76,5000,0.870552,0.0043801
80,5000,0.927535,0.00809642
84,5000,0.715878,0.0147092
88,5000,0.905005,0.0234646
92,5000,0.613896,0.0417236
96,5000,0.0890342,0.00548267
101,5000,0.813317,0.0231018
106,5000,0.878321,0.00639412
111,5000,0.0771872,0.0188307
116,5000,0.631796,0.00421077
122,5000,0.702108,0.0164393
127,5000,0.67886,0.0106387
134,5000,0.686594,0.0204231
140,5000,0.56996,0.00806391
147,5000,0.51946,0.0209391
154,5000,0.293639,0.00944038
161,5000,0.610264,0.00460462
169,5000,0.492723,0.00954769
177,5000,0.278653,0.00530794
185,5000,0.0311067,0.0129097
194,5000,0.561769,0.0275871
203,5000,0.238637,0.00289594
213,5000,0.323007,0.0246657
223,5000,0.25487,0.0260982
234,5000,0.131245,0.00969381
245,5000,0.182179,0.0168054
257,5000,0.428452,0.054134
269,5000,0.562934,0.0250464
282,5000,0.14689,0.00152749
295,5000,0.52732,0.0292589
309,5000,0.359945,0.01416
324,5000,0.250999,0.00531966
339,5000,0.372045,0.0106398
356,5000,0.17134,0.0241931
373,5000,0.395208,0.0130729
390,5000,0.305102,0.0287268
409,5000,0.0944642,0.0208769
428,5000,0.1212,0.0115297
449,5000,0.273691,0.0138946
470,5000,0.219546,0.00253125
493,5000,0.120952,0.0133691
516,5000,0.124016,0.0123102
541,5000,0.329675,0.00365194
566,5000,0.192505,0.0404426
593,5000,0.280034,0.0189809
622,5000,0.307083,0.0240176
651,5000,0.0306336,0.0422049
682,5000,0.0245904,0.0146463
715,5000,0.121973,0.0126984
749,5000,0.197747,0.00767
785,5000,0.215382,0.00712704
822,5000,0.167888,0.00837407
861,5000,0.179071,0.00600043
902,5000,0.0233357,0.00780878
945,5000,0.182028,0.0194044
990,5000,0.188361,0.00705286
1038,5000,0.143284,0.0245061
1087,5000,0.285067,0.00907874
1139,5000,0.0733798,0.00467048
1193,5000,0.114105,0.0101461
1250,5000,0.0615518,0.00470745
1309,5000,0.292802,0.00565697
1372,5000,0.155546,0.00552809
1437,5000,0.24178,0.000127482
1505,5000,0.24645,0.00584943
1577,5000,0.242582,0.0033231
1652,5000,0.23378,0.00616017
1731,5000,0.141519,0.00337534
1813,5000,0.211455,0.00193701
1900,5000,0.18116,0.0137439
1990,5000,0.0351393,0.00409546
2085,5000,0.131879,0.00340703
2184,5000,0.116269,0.00102975
2288,5000,0.315307,0.0113375
2397,5000,0.117445,0.00199731
2512,5000,0.1557,0.00210365
2631,5000,0.0482363,0.00298197
2757,5000,0.134806,0.00472058
2888,5000,0.0464275,0.000628564
3025,5000,0.0670377,0.00362225
3169,5000,0.15777,0.00362066
3320,5000,0.0770019,0.00129243
3478,5000,0.081028,0.00112474
3644,5000,0.0769822,0.007164
3818,5000,0.0593739,0.000658123
4000,5000,0.0685874,0.0139672
