n,t,va,prev
40,5000,0.986429,0.00665702
41,5000,0.985445,0.000786144
43,5000,0.978439,0.0102176
45,5000,0.989378,0.00529014
48,5000,0.989076,0.000501095
50,5000,0.987962,0.00215093
52,5000,0.989002,0.00162516
55,5000,0.986334,0.00317433
58,5000,0.985969,0.00184413
60,5000,0.984297,0.000461823
63,5000,0.990419,0.00420952
66,5000,0.987022,0.00379125
69,5000,0.991505,0.00337682
73,5000,0.986353,0.00272231
76,5000,0.986524,0.00177875
80,5000,0.990229,0.00163599
84,5000,0.987642,0.000921601
88,5000,0.988384,0.000697724
92,5000,0.98999,0.00276266
96,5000,0.987556,0.00109685
101,5000,0.985863,0.00480894
106,5000,0.993867,0.00310011
111,5000,0.985272,0.0015504
116,5000,0.989011,0.000143998
122,5000,0.987958,0.00100555
127,5000,0.986932,0.000855422
134,5000,0.991012,0.00174268
140,5000,0.986942,0.000549231
147,5000,0.991361,0.00548649
154,5000,0.98351,0.00235572
161,5000,0.986665,0.00206648
169,5000,0.988643,8.43176e-05
177,5000,0.98601,0.00272425
185,5000,0.986142,0.00185985
194,5000,0.973448,0.0025422
203,5000,0.987096,0.00166495
213,5000,0.987733,0.00146498
223,5000,0.985039,0.00442612
234,5000,0.988974,0.00334642
245,5000,0.985302,0.00143218
257,5000,0.984704,0.00148453
269,5000,0.983393,0.000170396
282,5000,0.988414,0.000700956
295,5000,0.985171,0.00152938
309,5000,0.986487,0.00102427
324,5000,0.986234,3.44248e-05
339,5000,0.984122,0.00131119
356,5000,0.982562,0.00154934
373,5000,0.985778,0.00298316
390,5000,0.983816,0.000643241
409,5000,0.984409,3.45948e-05
428,5000,0.981998,0.000562372
449,5000,0.973849,0.00375228
470,5000,0.983316,0.00147137
493,5000,0.971143,0.000770168
516,5000,0.96326,0.00014114
541,5000,0.899909,0.00526779
566,5000,0.948115,0.00338545
593,5000,0.930635,7.91301e-05
622,5000,0.8867,0.00312451
651,5000,0.877695,0.00515475
682,5000,0.784433,0.00560215
715,5000,0.838466,0.00793849
749,5000,0.816062,0.00655818
785,5000,0.901136,0.00124737
822,5000,0.930955,0.00300764
861,5000,0.90278,0.000702843
902,5000,0.870271,0.00532922
945,5000,0.863353,0.00143827
990,5000,0.865316,0.00456141
1038,5000,0.906184,0.00334744
1087,5000,0.85425,0.00243537
1139,5000,0.853701,0.00199416
1193,5000,0.873602,0.00702558
1250,5000,0.808847,0.00441589
1309,5000,0.877454,0.00256651
1372,5000,0.897921,0.00393478
1437,5000,0.893192,0.000621305
1505,5000,0.873955,0.000883089
1577,5000,0.852032,0.000987044
1652,5000,0.883204,0.0037009
1731,5000,0.842069,0.00119419
1813,5000,0.89904,0.000281152
1900,5000,0.90229,0.00290735
1990,5000,0.87553,0.000374875
2085,5000,0.946263,0.000473787
2184,5000,0.873069,0.00520706
2288,5000,0.920521,0.00317731
2397,5000,0.904341,0.0023396
2512,5000,0.922453,0.000594387
2631,5000,0.916877,0.00230672
2757,5000,0.898555,0.000120067
2888,5000,0.909466,0.000982679
3025,5000,0.891807,0.000263807
3169,5000,0.882715,0.0030687
3320,5000,0.872339,0.00305286
3478,5000,0.861365,0.00256235
3644,5000,0.885074,6.50837e-05
3818,5000,0.925362,0.00169383
4000,5000,0.904465,0.00136605
