n,t,va,prev
40,5000,0.999545,0.000137321
41,5000,0.999486,9.28879e-05
43,5000,0.999168,3.97387e-05
45,5000,0.999459,0.00019804
48,5000,0.999513,0.000301258
50,5000,0.999347,0.000124753
52,5000,0.999264,4.69149e-05
55,5000,0.999611,0.000164697
58,5000,0.999343,0.000118046
60,5000,0.998588,0.000119261
63,5000,0.999045,6.70454e-06
66,5000,0.99833,2.36599e-05
69,5000,0.998006,0.000452113
73,5000,0.999199,6.74109e-05
76,5000,0.999087,0.000143594
80,5000,0.999041,0.000182315
84,1662,0.999268,3.49053e-07
88,5000,0.999058,6.41938e-05
92,5000,0.999305,0.000152083
96,5000,0.999351,0.000111467
101,5000,0.999329,6.18258e-05
106,5000,0.998355,8.60407e-05
111,5000,0.999188,0.000166705
116,5000,0.999189,2.84065e-05
122,2248,0.999226,1.18735e-06
127,5000,0.997726,0.000338116
134,5000,0.999063,0.000303829
140,5000,0.998607,0.000527934
147,5000,0.99871,6.4648e-05
154,5000,0.998489,0.00012601
161,5000,0.99827,9.11542e-05
169,2720,0.999051,5.69199e-07
177,5000,0.998907,1.85104e-05
185,5000,0.993411,0.000834733
194,5000,0.997951,0.000202193
203,5000,0.997227,0.000123107
213,5000,0.997339,0.000201111
223,5000,0.990409,0.000309854
234,5000,0.994497,0.000274473
245,2627,0.997236,9.35391e-07
257,5000,0.997192,4.69672e-05
269,5000,0.970633,0.000420383
282,5000,0.98537,0.000144725
295,5000,0.994828,0.000190847
309,5000,0.996992,0.000156262
324,5000,0.991009,0.000897799
339,5000,0.988666,6.12068e-05
356,5000,0.969612,0.00146958
373,5000,0.985046,0.000334097
390,5000,0.991903,0.000230133
409,5000,0.989092,0.000305926
428,5000,0.994466,0.000186517
449,5000,0.989079,0.000168185
470,5000,0.991711,2.34998e-05
493,5000,0.994524,0.000179633
516,5000,0.98164,0.000192491
541,5000,0.980061,0.000277414
566,5000,0.989395,0.000580195
593,5000,0.988525,0.000721903
622,5000,0.991198,0.000411496
651,5000,0.988795,0.000390671
682,5000,0.98596,0.000469185
715,5000,0.988299,0.000197042
749,5000,0.988513,0.000253261
785,5000,0.976809,8.71753e-05
822,5000,0.994119,0.000166932
861,5000,0.97574,0.000901618
902,5000,0.984613,0.000122925
945,5000,0.984693,0.000151591
990,5000,0.988468,0.00010252
1038,5000,0.979141,0.000374479
1087,5000,0.987405,0.000308255
1139,5000,0.989829,0.000208106
1193,3950,0.984318,4.3842e-07
1250,5000,0.984181,0.00024704
1309,5000,0.988409,0.000119713
1372,5000,0.992319,7.52916e-06
1437,5000,0.985964,1.70703e-05
1505,5000,0.985904,0.000133266
1577,5000,0.979623,0.000236534
1652,5000,0.987348,0.000384449
1731,5000,0.987195,4.00044e-05
1813,5000,0.985761,0.000152404
1900,5000,0.984766,0.000346885
1990,5000,0.985917,0.00057048
2085,5000,0.987902,1.43093e-06
2184,5000,0.981051,0.000246563
2288,5000,0.985885,0.000236573
2397,5000,0.988947,8.0555e-06
2512,5000,0.98658,2.24379e-05
2631,5000,0.978239,0.000100021
2757,5000,0.985384,0.000132372
2888,5000,0.984776,1.31702e-05
3025,5000,0.98564,1.61404e-05
3169,5000,0.98576,8.72352e-05
3320,5000,0.967466,1.14459e-05
3478,5000,0.982908,0.000439611
3644,1756,0.97127,1.20751e-07
3818,5000,0.981998,0.000397921
4000,5000,0.985501,0.000130755
