n,t,va,prev
40,5000,0.988153,0.00834977
41,5000,0.990792,0.00495314
43,5000,0.992118,0.00124838
45,5000,0.985025,0.000891932
48,5000,0.988508,0.00404903
50,5000,0.988265,0.00341003
52,5000,0.987878,0.00253907
55,5000,0.988288,0.00128091
58,5000,0.991266,0.00512952
60,5000,0.983063,0.00502606
63,5000,0.986404,0.000747359
66,5000,0.98447,0.00269153
69,5000,0.988551,0.0029843
73,5000,0.985775,0.00151056
76,5000,0.982159,0.00126132
80,5000,0.989501,0.000538604
84,5000,0.985553,0.00721146
88,5000,0.983823,0.00348904
92,5000,0.987747,0.000437039
96,5000,0.982369,0.00232344
101,5000,0.987277,0.00078167
106,5000,0.968186,0.000866923
111,5000,0.987516,0.00135803
116,5000,0.982835,0.0011688
122,5000,0.987525,0.000994362
127,5000,0.985555,0.0015301
134,5000,0.978786,0.000589665
140,5000,0.986091,0.0018035
147,5000,0.987696,0.000389922
154,5000,0.978561,0.00291123
161,5000,0.983465,0.00173963
169,5000,0.982154,0.000785324
177,5000,0.959005,0.00149864
185,5000,0.984647,0.00228201
194,5000,0.980034,0.00173287
203,5000,0.975277,0.00159996
213,5000,0.988158,0.000817994
223,5000,0.984129,0.000998727
234,5000,0.982423,0.0010382
245,5000,0.983229,0.00101676
257,5000,0.975401,0.000957396
269,5000,0.981795,0.000465522
282,5000,0.98391,0.00141817
295,5000,0.955289,0.00703604
309,5000,0.976566,0.00284461
324,5000,0.967359,0.00385019
339,5000,0.978507,0.00223726
356,5000,0.969677,0.00450906
373,5000,0.962383,0.00365933
390,5000,0.936485,0.000938902
409,5000,0.842176,0.00234657
428,5000,0.702812,0.00290924
449,5000,0.836312,0.00593612
470,5000,0.809965,0.00633468
493,5000,0.846448,0.00298004
516,5000,0.893713,0.00264795
541,5000,0.79083,0.00965453
566,5000,0.73792,0.00677499
593,5000,0.891854,0.00262326
622,5000,0.904952,0.00239272
651,5000,0.795571,0.0131526
682,5000,0.853783,0.000879736
715,5000,0.700244,0.00776071
749,5000,0.857958,0.00312568
785,5000,0.917587,0.0017323
822,5000,0.866619,0.0115518
861,5000,0.745281,0.00228277
902,5000,0.82776,0.00636185
945,5000,0.855792,0.000564851
990,5000,0.856204,0.0012947
1038,5000,0.777502,0.00206965
1087,5000,0.845328,0.00326933
1139,5000,0.811817,0.00651584
1193,5000,0.840816,0.00346116
1250,5000,0.82717,0.00435395
1309,5000,0.821946,0.00333858
1372,5000,0.860581,0.000762733
1437,5000,0.852819,0.00317659
1505,5000,0.779988,0.00198835
1577,5000,0.912479,0.000938433
1652,5000,0.814598,0.00137414
1731,5000,0.853733,0.00396423
1813,5000,0.84031,0.00253224
1900,5000,0.842787,0.000471893
1990,5000,0.826005,0.002025
2085,5000,0.870698,0.00285641
2184,5000,0.824463,0.00549907
2288,5000,0.883298,0.00256824
2397,5000,0.853987,0.000781581
2512,5000,0.863787,1.90495e-05
2631,5000,0.855956,0.000806388
2757,5000,0.849753,0.000436762
2888,5000,0.874382,0.00194473
3025,5000,0.88858,0.00141386
3169,5000,0.88379,0.000124028
3320,5000,0.885985,0.00103407
3478,5000,0.851418,0.00111346
3644,5000,0.871272,0.000239063
3818,5000,0.891592,0.000238941
4000,5000,0.882837,0.000340747
