n,t,va,prev
40,5000,0.964935,0.00323156
41,5000,0.955818,0.00170015
43,5000,0.942858,0.0193865
45,5000,0.953182,0.00505021
48,5000,0.911243,0.0182962
50,5000,0.945094,0.0273017
52,5000,0.939778,0.0354332
55,5000,0.953617,0.0130885
58,5000,0.95301,0.018465
60,5000,0.944691,0.00204293
63,5000,0.949834,0.0154777
66,5000,0.934381,0.0214259
69,5000,0.92468,0.00962806
73,5000,0.931084,0.00937208
76,5000,0.959437,0.0101681
80,5000,0.931463,0.0254934
84,5000,0.946239,0.00836597
88,5000,0.927057,0.0136637
92,5000,0.946695,0.00657254
96,5000,0.934501,0.0155398
101,5000,0.940526,0.00239103
106,5000,0.913083,0.0034381
111,5000,0.860168,0.0303089
116,5000,0.955159,0.0115801
122,5000,0.932076,0.00623557
127,5000,0.887777,0.0189655
134,5000,0.942198,0.00425387
140,5000,0.62789,0.0468552
147,5000,0.859145,0.0227779
154,5000,0.904439,0.0118557
161,5000,0.920448,0.00418627
169,5000,0.654131,0.0019641
177,5000,0.87752,0.0227333
185,5000,0.885128,0.00522034
194,5000,0.741854,0.00622063
203,5000,0.817458,0.00866755
213,5000,0.791158,0.00399294
223,5000,0.719379,0.000312627
234,5000,0.818411,0.0141088
245,5000,0.25317,0.0302642
257,5000,0.405591,0.0235137
269,5000,0.286702,0.0324438
282,5000,0.844375,0.00653915
295,5000,0.493282,0.00919096
309,5000,0.491317,0.0123769
324,5000,0.19063,0.0373198
339,5000,0.502039,0.0203559
356,5000,0.446936,0.000723382
373,5000,0.568834,0.0465013
390,5000,0.0451089,0.0219302
409,5000,0.428671,0.0242511
428,5000,0.306013,0.0204503
449,5000,0.165197,0.010249
470,5000,0.336912,0.0201227
493,5000,0.602925,0.00171783
516,5000,0.386845,0.00756509
541,5000,0.221502,0.0338172
566,5000,0.148789,0.0254348
593,5000,0.392952,0.000195264
622,5000,0.258684,0.011785
651,5000,0.388381,0.0115687
682,5000,0.27453,0.00336935
715,5000,0.241663,0.00121727
749,5000,0.123652,0.00500654
785,5000,0.22471,0.00237867
822,5000,0.322827,0.00891051
861,5000,0.183791,0.0146191
902,5000,0.122031,0.012458
945,5000,0.136085,0.0105715
990,5000,0.428525,0.00612518
1038,5000,0.0527577,0.000144719
1087,5000,0.242509,0.00868621
1139,5000,0.201768,0.00789619
1193,5000,0.429364,0.01119
1250,5000,0.125037,0.0313383
1309,5000,0.420274,0.0023991
1372,5000,0.35773,0.0164919
1437,5000,0.158702,0.0143579
1505,5000,0.415567,0.000962571
1577,5000,0.235236,0.00216468
1652,5000,0.359312,0.0182244
1731,5000,0.0884126,0.0183608
1813,5000,0.293666,0.0144492
1900,5000,0.396649,0.000348076
1990,5000,0.237721,0.00327414
2085,5000,0.260341,0.0121569
2184,5000,0.301512,0.0166654
2288,5000,0.262234,0.0124334
2397,5000,0.273105,0.00922701
2512,5000,0.077757,0.0112544
2631,5000,0.0659276,0.00873546
2757,5000,0.14921,0.0116217
2888,5000,0.282552,0.00122781
3025,5000,0.156513,0.00500308
3169,5000,0.141468,0.002006
3320,5000,0.0411063,0.00828525
3478,5000,0.111661,0.0163442
3644,5000,0.216903,0.00475899
3818,5000,0.128573,0.0031044
4000,5000,0.0902584,0.00232422
