N,n,t,va,prev
100,0,262,0.999901,2.93223e-07
100,0.102041,2000,0.995353,0.000514016
100,0.204082,2000,0.994159,0.00133254
100,0.306122,2000,0.980185,0.00360675
100,0.408163,2000,0.826764,0.00215683
100,0.510204,2000,0.827543,0.00369107
100,0.612245,2000,0.497611,0.0163109
100,0.714286,2000,0.895941,0.0076041
100,0.816327,2000,0.917045,0.0277595
100,0.918367,2000,0.679097,0.00561957
100,1.02041,2000,0.637725,0.0634351
100,1.12245,2000,0.813006,0.00820363
100,1.22449,2000,0.537069,0.0171866
100,1.32653,2000,0.648068,0.0210342
100,1.42857,2000,0.32195,0.00610607
100,1.53061,2000,0.381634,0.023947
100,1.63265,2000,0.148002,0.0526158
100,1.73469,2000,0.307041,0.0554109
100,1.83673,2000,0.397891,0.0559577
100,1.93878,2000,0.530876,0.0505483
100,2.04082,2000,0.0971761,0.0165424
100,2.14286,2000,0.567269,0.0585047
100,2.2449,2000,0.303247,0.0430147
100,2.34694,2000,0.253901,0.0150208
100,2.44898,2000,0.0916727,0.0286103
100,2.55102,2000,0.217811,0.155806
100,2.65306,2000,0.205475,0.0607536
100,2.7551,2000,0.0530241,0.0115548
100,2.85714,2000,0.283684,0.0260986
100,2.95918,2000,0.110629,0.0807385
100,3.06122,2000,0.167717,0.0146531
100,3.16327,2000,0.278143,0.0217992
100,3.26531,2000,0.0570465,0.0318189
100,3.36735,2000,0.547021,0.0160363
100,3.46939,2000,0.238778,0.145715
100,3.57143,2000,0.126726,0.0207432
100,3.67347,2000,0.192886,0.0773727
100,3.77551,2000,0.324392,0.0437619
100,3.87755,2000,0.135423,0.146762
100,3.97959,2000,0.13142,0.0104248
100,4.08163,2000,0.0992557,0.0304747
100,4.18367,2000,0.274068,0.0389783
100,4.28571,2000,0.174541,0.0690776
100,4.38776,2000,0.0997944,0.119529
100,4.4898,2000,0.043744,0.0408328
100,4.59184,2000,0.132782,0.0762452
100,4.69388,2000,0.262863,0.0964614
100,4.79592,2000,0.13515,0.0601334
100,4.89796,2000,0.278845,0.223765
100,5,2000,0.14983,0.0564582
1600,0,1227,0.993568,1.32551e-06
1600,0.102041,2000,0.980738,0.000195796
1600,0.204082,2000,0.950456,0.000340302
1600,0.306122,2000,0.889538,0.00144494
1600,0.408163,2000,0.84336,0.000982124
1600,0.510204,2000,0.689676,0.00143411
1600,0.612245,2000,0.559788,0.0020153
1600,0.714286,2000,0.214087,0.00400708
1600,0.816327,2000,0.373136,0.00436669
1600,0.918367,2000,0.0423007,0.0034137
1600,1.02041,2000,0.182692,0.00903528
1600,1.12245,2000,0.232196,0.00109517
1600,1.22449,2000,0.148024,0.00815407
1600,1.32653,2000,0.0968792,0.0054298
1600,1.42857,2000,0.191929,0.00654162
1600,1.53061,2000,0.0852203,0.00463842
1600,1.63265,2000,0.129122,0.00305825
1600,1.73469,2000,0.122732,0.00581112
1600,1.83673,2000,0.015126,0.0126616
1600,1.93878,2000,0.114855,0.0069224
1600,2.04082,2000,0.05505,0.0116978
1600,2.14286,2000,0.0725115,0.0296084
1600,2.2449,2000,0.0397315,0.00706475
1600,2.34694,2000,0.0499754,0.02103
1600,2.44898,2000,0.0620901,0.0120889
1600,2.55102,2000,0.0887954,0.0151927
1600,2.65306,2000,0.0716527,0.0158051
1600,2.7551,2000,0.131033,0.0104798
1600,2.85714,2000,0.0516814,0.00703915
1600,2.95918,2000,0.0260173,0.0245715
1600,3.06122,2000,0.0781882,0.020101
1600,3.16327,2000,0.0402007,0.032417
1600,3.26531,2000,0.0501087,0.0137683
1600,3.36735,2000,0.0227726,0.0145051
1600,3.46939,2000,0.0306098,0.0104476
1600,3.57143,2000,0.0584063,0.0396677
1600,3.67347,2000,0.051016,0.00809724
