N,n,t,va,prev
1600,3.77551,2000,0.0975062,0.06802
1600,3.87755,2000,0.021363,0.00513043
1600,3.97959,2000,0.0551774,0.00765978
1600,4.08163,2000,0.042418,0.00776493
1600,4.18367,2000,0.0480743,0.023811
1600,4.28571,2000,0.0215685,0.00392296
1600,4.38776,2000,0.0569896,0.0195382
1600,4.4898,2000,0.0191224,0.00399901
1600,4.59184,2000,0.0103491,0.0077162
1600,4.69388,2000,0.0245129,0.0232566
1600,4.79592,2000,0.0405324,0.00383181
1600,4.89796,2000,0.0193177,0.000106641
1600,5,2000,0.0257184,0.00389831
40,0,93,0.999982,1.91258e-06
40,0.102041,2000,0.999282,0.000131348
40,0.204082,2000,0.998099,0.000994457
40,0.306122,2000,0.987773,0.000822151
40,0.408163,2000,0.940965,0.00291056
40,0.510204,2000,0.860744,0.0296866
40,0.612245,2000,0.716588,0.0204871
40,0.714286,2000,0.841409,0.00279098
40,0.816327,2000,0.777395,0.0167307
40,0.918367,2000,0.814095,0.0417236
40,1.02041,2000,0.921527,0.0223848
40,1.12245,2000,0.434341,0.0671859
40,1.22449,2000,0.884672,0.00846651
40,1.32653,2000,0.789528,0.0858017
40,1.42857,2000,0.935123,0.0017985
40,1.53061,2000,0.21457,0.0278822
40,1.63265,2000,0.516782,0.00254726
40,1.73469,2000,0.552215,0.0453466
40,1.83673,2000,0.74625,0.095935
40,1.93878,2000,0.337398,0.0606277
40,2.04082,2000,0.54134,0.0693214
40,2.14286,2000,0.594832,0.0144924
40,2.2449,2000,0.541057,0.0718198
40,2.34694,2000,0.571785,0.115175
40,2.44898,2000,0.775569,0.0648752
40,2.55102,2000,0.72461,0.11871
40,2.65306,2000,0.559644,0.0838995
40,2.7551,2000,0.35855,0.0331111
40,2.85714,2000,0.247836,0.164809
40,2.95918,2000,0.535698,0.189116
40,3.06122,2000,0.40713,0.0174618
40,3.16327,2000,0.395996,0.0142721
40,3.26531,2000,0.177952,0.0561896
40,3.36735,2000,0.137189,0.0231312
40,3.46939,2000,0.440153,0.0413446
40,3.57143,2000,0.23086,0.122306
40,3.67347,2000,0.028964,0.050131
40,3.77551,2000,0.232378,0.0800252
40,3.87755,2000,0.577074,0.238327
40,3.97959,2000,0.375835,0.190964
40,4.08163,2000,0.251911,0.0376478
40,4.18367,2000,0.338399,0.223328
40,4.28571,2000,0.122681,0.366686
40,4.38776,2000,0.254096,0.079112
40,4.4898,2000,0.0637,0.160874
40,4.59184,2000,0.0658745,0.105677
40,4.69388,2000,0.11305,0.239857
40,4.79592,2000,0.317123,0.132463
40,4.89796,2000,0.141141,0.0335158
40,5,2000,0.105182,0.0315843
400,0,463,0.99949,6.75631e-07
400,0.102041,2000,0.993778,0.000286376
400,0.204082,2000,0.970792,0.00371736
400,0.306122,2000,0.944613,0.0028412
400,0.408163,2000,0.917349,0.000889231
400,0.510204,2000,0.814849,0.000545849
400,0.612245,2000,0.715235,0.00989923
400,0.714286,2000,0.665336,0.0127148
400,0.816327,2000,0.153501,0.00081427
400,0.918367,2000,0.591458,0.00119149
400,1.02041,2000,0.330777,0.000921356
400,1.12245,2000,0.395285,0.00377404
400,1.22449,2000,0.151518,0.0045782
400,1.32653,2000,0.410455,0.00958568
400,1.42857,2000,0.402346,0.0356567
400,1.53061,2000,0.447211,0.00939288
400,1.63265,2000,0.288592,0.00402114
400,1.73469,2000,0.189841,0.00277055
400,1.83673,2000,0.0945173,0.000685625
400,1.93878,2000,0.0251997,0.00389457
400,2.04082,2000,0.0231693,0.0139474
400,2.14286,2000,0.143923,0.026791
400,2.2449,2000,0.157193,0.0191283
400,2.34694,2000,0.049337,0.00424113
400,2.44898,2000,0.275075,0.0560242
400,2.55102,2000,0.0542704,0.0636116
400,2.65306,2000,0.246756,0.0188244
400,2.7551,2000,0.0893744,0.0154827
400,2.85714,2000,0.0573483,0.020034
400,2.95918,2000,0.199016,0.0141854
400,3.06122,2000,0.0253447,0.112302
400,3.16327,2000,0.0639386,0.0488647
400,3.26531,2000,0.110905,0.0781093
400,3.36735,2000,0.0696017,0.0274667
400,3.46939,2000,0.0477861,0.0230901
400,3.57143,2000,0.15174,0.0143178
400,3.67347,2000,0.0472119,0.0117682
400,3.77551,2000,0.0279897,0.0291615
400,3.87755,2000,0.0332958,0.0395175
400,3.97959,2000,0.0479422,0.00918862
400,4.08163,2000,0.063664,0.0107937
400,4.18367,2000,0.109615,0.00267062
400,4.28571,2000,0.072786,0.0133208
400,4.38776,2000,0.0697799,0.0381991
400,4.4898,2000,0.0275866,0.00195195
400,4.59184,2000,0.0200186,0.0300579
400,4.69388,2000,0.0721343,0.0222231
400,4.79592,2000,0.0649355,0.0306162
400,4.89796,2000,0.0572311,0.0102144
400,5,2000,0.0129232,0.0131039
4000,0,2000,0.906135,0.000368101
4000,0.102041,2000,0.979853,8.03022e-06
4000,0.204082,2000,0.945012,0.000438168
4000,0.306122,2000,0.872865,0.00125641
4000,0.408163,2000,0.838036,0.00293133
4000,0.510204,2000,0.725344,0.000695313
4000,0.612245,2000,0.575721,0.00461977
4000,0.714286,2000,0.402768,0.0040731
4000,0.816327,2000,0.0947878,0.000356906
4000,0.918367,2000,0.0888558,0.00111318
4000,1.02041,2000,0.106256,0.00553184
4000,1.12245,2000,0.134871,0.00232541
4000,1.22449,2000,0.116127,0.0063497
4000,1.32653,2000,0.0634872,0.000778761
4000,1.42857,2000,0.0220288,0.00257567
4000,1.53061,2000,0.0642613,0.0101743
4000,1.63265,2000,0.0470166,0.0173775
4000,1.73469,2000,0.0374966,0.00701376
4000,1.83673,2000,0.0261491,0.00408403
4000,1.93878,2000,0.0809205,0.0122839
4000,2.04082,2000,0.0776404,0.00856168
4000,2.14286,2000,0.0821561,0.0106714
4000,2.2449,2000,0.0271482,0.00462907
4000,2.34694,2000,0.0803287,0.0200784
4000,2.44898,2000,0.0247271,0.0055599
4000,2.55102,2000,0.0213017,0.00379902
4000,2.65306,2000,0.0366367,0.00730607
4000,2.7551,2000,0.0198255,0.0150653
4000,2.85714,2000,0.0215124,0.00630149
4000,2.95918,2000,0.0301579,0.00271265
4000,3.06122,2000,0.0234071,0.0119733
4000,3.16327,2000,0.0278991,0.000851186
4000,3.26531,2000,0.00290753,0.00491328
4000,3.36735,2000,0.0244956,0.0025587
4000,3.46939,2000,0.0483887,0.0282795
4000,3.57143,2000,0.0185246,0.00549508
4000,3.67347,2000,0.0343713,0.0214399
4000,3.77551,2000,0.0130392,0.0152658
4000,3.87755,2000,0.0540153,0.0157286
4000,3.97959,2000,0.0293369,0.0101508
4000,4.08163,2000,0.0334329,0.0175613
4000,4.18367,2000,0.0276381,0.0214274
4000,4.28571,2000,0.0212819,0.0136595
4000,4.38776,2000,0.0129384,0.0115531
4000,4.4898,2000,0.0288239,0.0165089
4000,4.59184,2000,0.0295163,0.00703518
4000,4.69388,2000,0.0164155,0.0178126
4000,4.79592,2000,0.0118751,0.00856522
4000,4.89796,2000,0.00445382,0.0063389
4000,5,2000,0.0139016,0.00545693
