N,n,t,va,prev
100,0,163,0.99998,6.83956e-07
100,0.102041,2000,0.997866,0.000185918
100,0.204082,2000,0.977546,0.000491056
100,0.306122,2000,0.987917,0.00155227
100,0.408163,2000,0.957422,0.00937434
100,0.510204,2000,0.853784,0.00899856
100,0.612245,2000,0.950835,0.00481749
100,0.714286,2000,0.956105,0.00264396
100,0.816327,2000,0.608034,0.0143798
100,0.918367,2000,0.934479,0.0112013
100,1.02041,2000,0.658473,0.0143013
100,1.12245,2000,0.824144,0.100419
100,1.22449,2000,0.369438,0.00715603
100,1.32653,2000,0.763677,0.00230366
100,1.42857,2000,0.617901,0.0398477
100,1.53061,2000,0.695164,0.0657236
100,1.63265,2000,0.541645,0.064378
100,1.73469,2000,0.378072,0.0358488
100,1.83673,2000,0.728568,0.0508761
100,1.93878,2000,0.605801,0.00748208
100,2.04082,2000,0.471369,0.173604
100,2.14286,2000,0.303717,0.0349211
100,2.2449,2000,0.508953,0.0167534
100,2.34694,2000,0.130305,0.0445741
100,2.44898,2000,0.351928,0.0113087
100,2.55102,2000,0.342426,0.0530817
100,2.65306,2000,0.0339604,0.0919358
100,2.7551,2000,0.16382,0.0169317
100,2.85714,2000,0.260316,0.0596238
100,2.95918,2000,0.307017,0.13459
100,3.06122,2000,0.167939,0.0807952
100,3.16327,2000,0.118278,0.000348412
100,3.26531,2000,0.190474,0.0156335
100,3.36735,2000,0.369949,0.071674
100,3.46939,2000,0.146909,0.05999
100,3.57143,2000,0.18727,0.0041522
100,3.67347,2000,0.169152,0.037461
100,3.77551,2000,0.0926679,0.00848808
100,3.87755,2000,0.029402,0.136538
100,3.97959,2000,0.230725,0.0611353
100,4.08163,2000,0.0996104,0.103322
100,4.18367,2000,0.162436,0.0247217
100,4.28571,2000,0.13007,0.0846229
100,4.38776,2000,0.146292,0.192808
100,4.4898,2000,0.124623,0.0289732
100,4.59184,2000,0.258599,0.219808
100,4.69388,2000,0.171097,0.0214207
100,4.79592,2000,0.174264,0.0277723
100,4.89796,2000,0.0671864,0.0339339
100,5,2000,0.0906556,0.0539247
1600,0,1607,0.99804,1.63452e-06
1600,0.102041,2000,0.983641,0.000199702
1600,0.204082,2000,0.961402,0.00205166
1600,0.306122,2000,0.937671,8.79456e-06
1600,0.408163,2000,0.913964,0.0021035
1600,0.510204,2000,0.823862,0.00291024
1600,0.612245,2000,0.611132,0.00432864
1600,0.714286,2000,0.259395,0.00882092
1600,0.816327,2000,0.328558,0.0109906
1600,0.918367,2000,0.546423,0.00145674
1600,1.02041,2000,0.178104,0.0145809
1600,1.12245,2000,0.196063,0.00148285
1600,1.22449,2000,0.197548,0.00509244
1600,1.32653,2000,0.0956283,0.0280115
1600,1.42857,2000,0.145054,0.0085615
1600,1.53061,2000,0.205146,0.00550658
1600,1.63265,2000,0.152189,0.0128904
1600,1.73469,2000,0.0721687,0.0235763
1600,1.83673,2000,0.0998282,0.000451058
1600,1.93878,2000,0.153042,0.0281179
1600,2.04082,2000,0.0172356,0.0121683
1600,2.14286,2000,0.149614,0.0115947
1600,2.2449,2000,0.140064,0.00343249
1600,2.34694,2000,0.097901,0.00316677
1600,2.44898,2000,0.133026,0.0138036
1600,2.55102,2000,0.11584,0.0182874
1600,2.65306,2000,0.053052,0.00985777
1600,2.7551,2000,0.0763048,0.00300131
1600,2.85714,2000,0.0871932,0.0370797
1600,2.95918,2000,0.0568183,0.00464219
1600,3.06122,2000,0.0439579,0.0162432
1600,3.16327,2000,0.100242,0.00370218
1600,3.26531,2000,0.0315547,0.00328932
1600,3.36735,2000,0.112503,0.0207291
1600,3.46939,2000,0.0441974,0.00294819
1600,3.57143,2000,0.0415941,0.00898808
1600,3.67347,2000,0.0170326,0.0235859
1600,3.77551,2000,0.0330693,0.00365722
1600,3.87755,2000,0.0191143,0.00792516
1600,3.97959,2000,0.087226,0.020913
1600,4.08163,2000,0.0390973,0.0210526
1600,4.18367,2000,0.0930779,0.014693
1600,4.28571,2000,0.0311897,0.0161034
1600,4.38776,2000,0.0110904,0.039527
1600,4.4898,2000,0.0242184,0.0094417
1600,4.59184,2000,0.0255878,0.0217882
1600,4.69388,2000,0.00532519,0.0435983
1600,4.79592,2000,0.0609383,0.0476974
1600,4.89796,2000,0.0166566,0.0161932
1600,5,2000,0.0130979,0.00343706
40,0,54,0.999996,1.66485e-06
40,0.102041,2000,0.999516,0.000178851
40,0.204082,2000,0.997159,0.0018618
40,0.306122,2000,0.993933,0.000795596
