N,n,t,va,prev
40,0.408163,2000,0.991581,0.00245926
40,0.510204,2000,0.97841,0.0165366
40,0.612245,2000,0.987905,0.00697361
40,0.714286,2000,0.971909,0.0118442
40,0.816327,2000,0.984368,0.000908399
40,0.918367,2000,0.950289,0.000419475
40,1.02041,2000,0.955817,0.0170119
40,1.12245,2000,0.928606,0.0116863
40,1.22449,2000,0.937628,0.0123394
40,1.32653,2000,0.839735,0.00811735
40,1.42857,2000,0.859245,0.0247802
40,1.53061,2000,0.725586,0.0363477
40,1.63265,2000,0.886038,0.0196357
40,1.73469,2000,0.927826,0.0180967
40,1.83673,2000,0.76696,0.0156934
40,1.93878,2000,0.79981,0.0701544
40,2.04082,2000,0.80636,0.00685735
40,2.14286,2000,0.645527,0.010545
40,2.2449,2000,0.462475,0.00741774
40,2.34694,2000,0.318389,0.0226875
40,2.44898,2000,0.176792,0.0559788
40,2.55102,2000,0.280007,0.0655983
40,2.65306,2000,0.744369,0.0440357
40,2.7551,2000,0.534894,0.167656
40,2.85714,2000,0.183883,0.0981358
40,2.95918,2000,0.574986,0.0962749
40,3.06122,2000,0.551588,0.0123697
40,3.16327,2000,0.418028,0.228764
40,3.26531,2000,0.452691,0.00465257
40,3.36735,2000,0.586876,0.112281
40,3.46939,2000,0.335079,0.038796
40,3.57143,2000,0.429595,0.0587614
40,3.67347,2000,0.451555,0.0905916
40,3.77551,2000,0.463281,0.0102953
40,3.87755,2000,0.200106,0.061051
40,3.97959,2000,0.0465517,0.0238125
40,4.08163,2000,0.443432,0.205322
40,4.18367,2000,0.261734,0.0475718
40,4.28571,2000,0.00618276,0.184371
40,4.38776,2000,0.230469,0.106131
40,4.4898,2000,0.236365,0.179565
40,4.59184,2000,0.251122,0.0781607
40,4.69388,2000,0.0854988,0.0125341
40,4.79592,2000,0.127653,0.0324661
40,4.89796,2000,0.161181,0.110032
40,5,2000,0.246858,0.0360111
400,0,375,0.999905,3.88247e-07
400,0.102041,2000,0.996424,4.12819e-05
400,0.204082,2000,0.978477,7.4953e-05
400,0.306122,2000,0.948911,0.000784277
400,0.408163,2000,0.941127,0.000842871
400,0.510204,2000,0.874169,0.00417678
400,0.612245,2000,0.862573,0.0153965
400,0.714286,2000,0.794211,0.00191724
400,0.816327,2000,0.777356,0.0172652
400,0.918367,2000,0.735135,0.0240215
400,1.02041,2000,0.467176,0.000192707
400,1.12245,2000,0.441689,0.00272981
400,1.22449,2000,0.409499,0.0205674
400,1.32653,2000,0.36647,0.0577986
400,1.42857,2000,0.339334,0.0389179
400,1.53061,2000,0.144832,0.0512817
400,1.63265,2000,0.427291,0.0255846
400,1.73469,2000,0.402311,0.0279745
400,1.83673,2000,0.201845,0.0494409
400,1.93878,2000,0.310621,0.0740407
400,2.04082,2000,0.150462,0.0205146
400,2.14286,2000,0.22317,0.0499242
400,2.2449,2000,0.145572,0.0633495
400,2.34694,2000,0.405145,0.0444882
400,2.44898,2000,0.128413,0.0395293
400,2.55102,2000,0.152564,0.0258786
400,2.65306,2000,0.280279,0.0553885
400,2.7551,2000,0.0844542,0.0649656
400,2.85714,2000,0.068942,0.0326805
400,2.95918,2000,0.247597,0.0738876
400,3.06122,2000,0.0293595,0.0771367
400,3.16327,2000,0.255211,0.0453836
400,3.26531,2000,0.130373,0.0679697
400,3.36735,2000,0.115008,0.0619238
400,3.46939,2000,0.0948065,0.023509
400,3.57143,2000,0.168861,0.0472977
400,3.67347,2000,0.108226,0.0386401
400,3.77551,2000,0.0924504,0.0109
400,3.87755,2000,0.109647,0.0105632
400,3.97959,2000,0.122458,0.0367138
400,4.08163,2000,0.0828537,0.00377182
400,4.18367,2000,0.0968301,0.0363159
400,4.28571,2000,0.0691231,0.0656443
400,4.38776,2000,0.135607,0.0522818
400,4.4898,2000,0.0186472,0.0699733
400,4.59184,2000,0.0607006,0.0502326
400,4.69388,2000,0.047237,0.00363642
400,4.79592,2000,0.0870928,0.0348311
400,4.89796,2000,0.0518892,0.00479805
400,5,2000,0.0529888,0.029723
4000,0,2000,0.892334,0.00016055
4000,0.102041,2000,0.984472,9.04188e-05
4000,0.204082,2000,0.959489,0.0003962
4000,0.306122,2000,0.885281,0.000479637
4000,0.408163,2000,0.90928,0.000117615
4000,0.510204,2000,0.761067,0.00602302
4000,0.612245,2000,0.685654,0.00244521
4000,0.714286,2000,0.386816,0.0015196
4000,0.816327,2000,0.2117,0.000358611
4000,0.918367,2000,0.227613,0.00121447
4000,1.02041,2000,0.217292,0.00535973
4000,1.12245,2000,0.0655,0.00111322
4000,1.22449,2000,0.172752,0.0140685
4000,1.32653,2000,0.119634,0.00546548
4000,1.42857,2000,0.0944837,0.00227674
4000,1.53061,2000,0.0683676,0.00536717
4000,1.63265,2000,0.0496598,0.00292264
4000,1.73469,2000,0.0656464,0.0109582
4000,1.83673,2000,0.0534858,0.00162118
4000,1.93878,2000,0.128021,0.00968271
4000,2.04082,2000,0.0773111,0.00421499
4000,2.14286,2000,0.0970439,0.00452563
4000,2.2449,2000,0.0682461,0.015659
4000,2.34694,2000,0.0386047,0.00744014
4000,2.44898,2000,0.0184333,0.00574774
4000,2.55102,2000,0.059875,0.00928864
4000,2.65306,2000,0.021236,0.0117622
4000,2.7551,2000,0.0719181,0.000628532
4000,2.85714,2000,0.0159046,0.0152469
4000,2.95918,2000,0.0498778,0.00551102
4000,3.06122,2000,0.0490387,0.00655468
4000,3.16327,2000,0.0502246,0.00716425
4000,3.26531,2000,0.00439663,0.0119548
4000,3.36735,2000,0.0505307,0.0059017
4000,3.46939,2000,0.081573,0.0266943
4000,3.57143,2000,0.0250569,0.0154967
4000,3.67347,2000,0.0271987,0.01742
4000,3.77551,2000,0.019387,0.0176748
4000,3.87755,2000,0.054135,0.00795356
4000,3.97959,2000,0.0225493,0.0029785
4000,4.08163,2000,0.0462461,0.0190598
4000,4.18367,2000,0.0406419,0.000934722
4000,4.28571,2000,0.0354638,0.00908816
4000,4.38776,2000,0.0499117,0.0273392
4000,4.4898,2000,0.031556,0.00521666
4000,4.59184,2000,0.0194163,0.00569808
4000,4.69388,2000,0.0107533,0.00636411
4000,4.79592,2000,0.0051312,0.00476201
4000,4.89796,2000,0.0254125,0.0121198
4000,5,2000,0.0101021,0.01176
