N,n,t,va,prev
1600,3.26531,2000,0.0750252,0.00275851
1600,3.36735,2000,0.0207637,0.000562442
1600,3.46939,2000,0.0354821,0.00428927
1600,3.57143,2000,0.0535102,0.0165507
1600,3.67347,2000,0.00807554,0.0199612
1600,3.77551,2000,0.0332671,0.000676979
1600,3.87755,2000,0.0442958,0.00216018
1600,3.97959,2000,0.0615769,0.0208949
1600,4.08163,2000,0.00165798,0.0162965
1600,4.18367,2000,0.00875713,0.0200783
1600,4.28571,2000,0.0463292,0.0282441
1600,4.38776,2000,0.0244951,0.00601016
1600,4.4898,2000,0.00726211,0.0180436
1600,4.59184,2000,0.0445664,0.0155715
1600,4.69388,2000,0.035894,0.00229057
1600,4.79592,2000,0.0261733,0.0151692
1600,4.89796,2000,0.0356614,0.0145255
1600,5,2000,0.00663034,0.0155834
40,0,81,0.999994,1.76223e-06
40,0.102041,2000,0.999049,0.000235569
40,0.204082,2000,0.995882,0.00166327
40,0.306122,2000,0.993365,0.000651968
40,0.408163,2000,0.995762,0.00682859
40,0.510204,2000,0.989447,0.00322976
40,0.612245,2000,0.967994,0.0059592
40,0.714286,2000,0.958799,0.0237252
40,0.816327,2000,0.873079,0.0176671
40,0.918367,2000,0.915578,0.0352909
40,1.02041,2000,0.509488,0.0113575
40,1.12245,2000,0.487364,0.0596774
40,1.22449,2000,0.490025,0.142654
40,1.32653,2000,0.933524,0.00942615
40,1.42857,2000,0.870006,0.017264
40,1.53061,2000,0.892029,0.017934
40,1.63265,2000,0.330161,0.064171
40,1.73469,2000,0.746843,0.108915
40,1.83673,2000,0.701965,0.0873043
40,1.93878,2000,0.780014,0.0312025
40,2.04082,2000,0.782823,0.0367362
40,2.14286,2000,0.454459,0.0394842
40,2.2449,2000,0.514573,0.123415
40,2.34694,2000,0.651685,0.12528
40,2.44898,2000,0.192899,0.0817486
40,2.55102,2000,0.319076,0.0836661
40,2.65306,2000,0.470135,0.154549
40,2.7551,2000,0.535741,0.000551316
40,2.85714,2000,0.540741,0.0976589
40,2.95918,2000,0.712132,0.10962
40,3.06122,2000,0.343503,0.0102666
40,3.16327,2000,0.195251,0.0662266
40,3.26531,2000,0.382898,0.00371331
40,3.36735,2000,0.187326,0.0312388
40,3.46939,2000,0.447913,0.120246
40,3.57143,2000,0.426106,0.104831
40,3.67347,2000,0.286382,0.103901
40,3.77551,2000,0.409503,0.163345
40,3.87755,2000,0.293958,0.165883
40,3.97959,2000,0.123081,0.109877
40,4.08163,2000,0.291786,0.0722766
40,4.18367,2000,0.236288,0.0861415
40,4.28571,2000,0.15966,0.112065
40,4.38776,2000,0.199982,0.0404755
40,4.4898,2000,0.320265,0.102474
40,4.59184,2000,0.164975,0.128459
40,4.69388,2000,0.322572,0.0208037
40,4.79592,2000,0.075479,0.324412
40,4.89796,2000,0.160546,0.00515453
40,5,2000,0.142223,0.00794056
400,0,778,0.998538,4.26861e-08
400,0.102041,2000,0.994031,9.73952e-05
400,0.204082,2000,0.921054,0.00442924
400,0.306122,2000,0.943765,0.00282323
400,0.408163,2000,0.94945,0.00254709
400,0.510204,2000,0.855431,0.00776362
400,0.612245,2000,0.544574,0.0024038
400,0.714286,2000,0.460937,0.00385886
400,0.816327,2000,0.821798,0.00469908
400,0.918367,2000,0.856465,0.0136633
400,1.02041,2000,0.510851,0.0192892
400,1.12245,2000,0.307546,0.00784011
400,1.22449,2000,0.187731,0.00895383
400,1.32653,2000,0.269086,0.0362678
400,1.42857,2000,0.321432,0.00123717
400,1.53061,2000,0.489942,0.0010316
400,1.63265,2000,0.145737,0.00400924
400,1.73469,2000,0.0961361,0.0256545
400,1.83673,2000,0.176828,0.0132269
400,1.93878,2000,0.369477,0.0323156
400,2.04082,2000,0.151665,0.00213103
400,2.14286,2000,0.217871,0.0154931
400,2.2449,2000,0.113965,0.0127386
400,2.34694,2000,0.075922,0.0469979
400,2.44898,2000,0.210932,0.0238311
400,2.55102,2000,0.141198,0.0402893
400,2.65306,2000,0.118345,0.0930551
400,2.7551,2000,0.129147,1.50758e-05
400,2.85714,2000,0.0287587,0.0234719
400,2.95918,2000,0.0423218,0.00408351
400,3.06122,2000,0.0694916,0.0595143
400,3.16327,2000,0.17371,0.0293736
400,3.26531,2000,0.116204,0.0310508
400,3.36735,2000,0.129904,0.0278563
400,3.46939,2000,0.129924,0.0154137
400,3.57143,2000,0.0710647,0.039462
400,3.67347,2000,0.0734699,0.0587271
400,3.77551,2000,0.0286723,0.051647
400,3.87755,2000,0.0640505,0.0395006
400,3.97959,2000,0.0861298,0.0430707
400,4.08163,2000,0.0748746,0.0672842
400,4.18367,2000,0.0629314,0.0272663
400,4.28571,2000,0.0673374,0.00196628
400,4.38776,2000,0.0693932,0.00883076
400,4.4898,2000,0.0827779,0.0579385
400,4.59184,2000,0.0165376,0.00458545
400,4.69388,2000,0.0939857,0.0257964
400,4.79592,2000,0.0563663,0.0227367
400,4.89796,2000,0.0598223,0.0050719
400,5,2000,0.0792583,0.0106693
4000,0,2000,0.993902,2.12304e-05
4000,0.102041,2000,0.978757,0.000171077
4000,0.204082,2000,0.952325,0.000489577
4000,0.306122,2000,0.925788,0.00105115
4000,0.408163,2000,0.512906,0.00220927
4000,0.510204,2000,0.828298,0.00120763
4000,0.612245,2000,0.641967,0.00358969
4000,0.714286,2000,0.345453,0.00102464
4000,0.816327,2000,0.277371,0.000907374
4000,0.918367,2000,0.0860776,0.00178444
4000,1.02041,2000,0.201839,0.00387916
4000,1.12245,2000,0.0987818,0.00034668
4000,1.22449,2000,0.015138,0.00295493
4000,1.32653,2000,0.146402,0.00503087
4000,1.42857,2000,0.100635,0.0218201
4000,1.53061,2000,0.0974658,0.00118014
4000,1.63265,2000,0.0603519,0.00505704
4000,1.73469,2000,0.087864,0.0124752
4000,1.83673,2000,0.0151005,0.0109224
4000,1.93878,2000,0.0731489,0.00776927
4000,2.04082,2000,0.0969559,0.0176921
4000,2.14286,2000,0.0676548,0.00642274
4000,2.2449,2000,0.0417162,0.000562246
4000,2.34694,2000,0.0527077,0.00488212
4000,2.44898,2000,0.031891,0.0135504
4000,2.55102,2000,0.0175841,0.0167092
4000,2.65306,2000,0.0261241,0.00989853
4000,2.7551,2000,0.0101931,0.00921991
4000,2.85714,2000,0.0299581,0.00604321
4000,2.95918,2000,0.0193918,0.0020687
4000,3.06122,2000,0.0275672,0.0127688
4000,3.16327,2000,0.0365345,0.00739736
4000,3.26531,2000,0.0265,0.0117287
4000,3.36735,2000,0.0556072,0.0147012
4000,3.46939,2000,0.0316498,0.00263891
4000,3.57143,2000,0.00883806,0.0185209
4000,3.67347,2000,0.0238409,0.00889984
4000,3.77551,2000,0.0518919,0.014277
4000,3.87755,2000,0.0209097,0.00956368
4000,3.97959,2000,0.021654,0.0189102
4000,4.08163,2000,0.0425298,0.0220299
4000,4.18367,2000,0.026869,0.00331415
4000,4.28571,2000,0.0292003,0.00301253
4000,4.38776,2000,0.0246689,0.00558734
4000,4.4898,2000,0.0394893,0.0236956
4000,4.59184,2000,0.0274078,0.0222396
4000,4.69388,2000,0.00867347,0.0322206
4000,4.79592,2000,0.0253957,0.0164559
4000,4.89796,2000,0.0318088,0.00184602
4000,5,2000,0.00317653,0.0105752
