N,n,t,va,prev
400,0.714286,2000,0.837886,0.0103037
400,0.816327,2000,0.859794,0.0138049
400,0.918367,2000,0.766349,0.0132061
400,1.02041,2000,0.646031,0.0221925
400,1.12245,2000,0.61764,0.00930384
400,1.22449,2000,0.581787,0.0151449
400,1.32653,2000,0.295679,0.0507326
400,1.42857,2000,0.115133,0.002925
400,1.53061,2000,0.63716,0.0267305
400,1.63265,2000,0.257057,0.0313841
400,1.73469,2000,0.25029,0.0292668
400,1.83673,2000,0.381518,0.0090399
400,1.93878,2000,0.172883,0.0348366
400,2.04082,2000,0.540324,0.040941
400,2.14286,2000,0.222754,0.000110569
400,2.2449,2000,0.462659,0.0452724
400,2.34694,2000,0.451092,0.0174137
400,2.44898,2000,0.267075,0.0815111
400,2.55102,2000,0.372751,0.0116403
400,2.65306,2000,0.0683228,0.0535821
400,2.7551,2000,0.283874,0.00030354
400,2.85714,2000,0.164534,0.0227621
400,2.95918,2000,0.20169,0.0140106
400,3.06122,2000,0.262559,0.0334631
400,3.16327,2000,0.0839715,0.014797
400,3.26531,2000,0.208526,0.0144619
400,3.36735,2000,0.161946,0.0118209
400,3.46939,2000,0.100761,0.0902571
400,3.57143,2000,0.133463,0.0676045
400,3.67347,2000,0.197715,0.0751842
400,3.77551,2000,0.115871,0.0109634
400,3.87755,2000,0.020799,0.00546103
400,3.97959,2000,0.0833481,0.049343
400,4.08163,2000,0.0566183,0.0105302
400,4.18367,2000,0.0968589,0.0393381
400,4.28571,2000,0.0278178,0.000282585
400,4.38776,2000,0.194184,0.0803283
400,4.4898,2000,0.198221,0.082428
400,4.59184,2000,0.0817189,0.0339528
400,4.69388,2000,0.0107911,0.0876258
400,4.79592,2000,0.015242,0.0526542
400,4.89796,2000,0.0256522,0.0132485
400,5,2000,0.0438978,0.0532573
4000,0,1368,0.992875,1.45059e-06
4000,0.102041,2000,0.985679,8.13119e-05
4000,0.204082,2000,0.967394,0.000718159
4000,0.306122,2000,0.938962,0.000551921
4000,0.408163,2000,0.8523,0.00113363
4000,0.510204,2000,0.827037,0.00328412
4000,0.612245,2000,0.753507,0.00318388
4000,0.714286,2000,0.746609,0.00569095
4000,0.816327,2000,0.553289,0.00634192
4000,0.918367,2000,0.150071,0.000255745
4000,1.02041,2000,0.12875,0.00605597
4000,1.12245,2000,0.156793,0.000573797
4000,1.22449,2000,0.145552,0.0044009
4000,1.32653,2000,0.322951,0.002585
4000,1.42857,2000,0.103795,0.0142595
4000,1.53061,2000,0.108922,0.00510124
4000,1.63265,2000,0.113711,0.0232177
4000,1.73469,2000,0.0991485,0.0150879
4000,1.83673,2000,0.147471,0.000510313
4000,1.93878,2000,0.085022,0.0156786
4000,2.04082,2000,0.0389757,0.012919
4000,2.14286,2000,0.0343801,0.0143799
4000,2.2449,2000,0.125672,0.00128879
4000,2.34694,2000,0.108289,0.00543752
4000,2.44898,2000,0.0944489,0.00495559
4000,2.55102,2000,0.115711,0.00834676
4000,2.65306,2000,0.0451048,0.00213245
4000,2.7551,2000,0.0682105,0.00198506
4000,2.85714,2000,0.00833491,0.00406781
4000,2.95918,2000,0.0371857,0.00291104
4000,3.06122,2000,0.044169,0.00566055
4000,3.16327,2000,0.102184,0.0191166
4000,3.26531,2000,0.0543068,0.00679999
4000,3.36735,2000,0.0605338,0.0172346
4000,3.46939,2000,0.00996095,0.00038704
4000,3.57143,2000,0.0466926,0.0152437
4000,3.67347,2000,0.058972,0.00685479
4000,3.77551,2000,0.0131548,0.0168153
4000,3.87755,2000,0.0345517,0.0163731
4000,3.97959,2000,0.0252341,0.010336
4000,4.08163,2000,0.0136596,0.0348567
4000,4.18367,2000,0.0400095,0.0122559
4000,4.28571,2000,0.026593,0.00791048
4000,4.38776,2000,0.0341714,0.00756542
4000,4.4898,2000,0.0341886,0.0132339
4000,4.59184,2000,0.0255113,0.00938374
4000,4.69388,2000,0.0212719,0.0104139
4000,4.79592,2000,0.0151341,0.012478
4000,4.89796,2000,0.0242169,0.00296163
4000,5,2000,0.0200997,0.0111877
