N,n,t,va,prev
1600,2.44898,2000,0.0530491,0.00189402
1600,2.55102,2000,0.0299227,0.001757
1600,2.65306,2000,0.0109518,0.0208196
1600,2.7551,2000,0.0414894,0.0104696
1600,2.85714,2000,0.0549021,0.0165005
1600,2.95918,2000,0.0939357,0.0303067
1600,3.06122,2000,0.0736208,0.00800873
1600,3.16327,2000,0.0486535,0.00889606
1600,3.26531,2000,0.0350148,0.0062772
1600,3.36735,2000,0.0538215,0.0189767
1600,3.46939,2000,0.0124048,0.00307522
1600,3.57143,2000,0.0345177,0.0272983
1600,3.67347,2000,0.0144938,0.0385051
1600,3.77551,2000,0.0325368,0.00383523
1600,3.87755,2000,0.0386439,0.0178486
1600,3.97959,2000,0.0410124,0.024347
1600,4.08163,2000,0.0251508,0.0160691
1600,4.18367,2000,0.0234085,0.0183302
1600,4.28571,2000,0.0294999,0.0049554
1600,4.38776,2000,0.0262732,0.0119463
1600,4.4898,2000,0.0226036,0.0115533
1600,4.59184,2000,0.0275234,0.0170186
1600,4.69388,2000,0.0256844,0.00341535
1600,4.79592,2000,0.0296915,0.00816588
1600,4.89796,2000,0.0479085,0.0134185
1600,5,2000,0.0458979,0.0258698
40,0,135,0.998187,5.98955e-07
40,0.102041,2000,0.995473,0.000474046
40,0.204082,2000,0.963868,0.00123361
40,0.306122,2000,0.862915,0.0113173
40,0.408163,2000,0.931286,0.0145864
40,0.510204,2000,0.524012,0.00488873
40,0.612245,2000,0.36359,0.00821833
40,0.714286,2000,0.70176,0.028231
40,0.816327,2000,0.194027,0.0629616
40,0.918367,2000,0.626522,0.0280357
40,1.02041,2000,0.418986,0.0415329
40,1.12245,2000,0.232238,0.004479
40,1.22449,2000,0.686111,0.0259593
40,1.32653,2000,0.36471,0.0109624
40,1.42857,2000,0.433488,0.0339904
40,1.53061,2000,0.354774,0.0511755
40,1.63265,2000,0.186522,0.0158772
40,1.73469,2000,0.47936,0.0596045
40,1.83673,2000,0.290622,0.0192207
40,1.93878,2000,0.555073,0.0381279
40,2.04082,2000,0.0619472,0.218622
40,2.14286,2000,0.390549,0.00862333
40,2.2449,2000,0.241348,0.0935944
40,2.34694,2000,0.185167,0.00746111
40,2.44898,2000,0.261802,0.0738262
40,2.55102,2000,0.209032,0.0648747
40,2.65306,2000,0.322069,0.0253802
40,2.7551,2000,0.608728,0.114436
40,2.85714,2000,0.297612,0.0899349
40,2.95918,2000,0.294807,0.0360462
40,3.06122,2000,0.537119,0.284375
40,3.16327,2000,0.456168,0.0101783
40,3.26531,2000,0.323461,0.126575
40,3.36735,2000,0.104156,0.117962
40,3.46939,2000,0.167612,0.0903664
40,3.57143,2000,0.333031,0.193512
40,3.67347,2000,0.179089,0.0469193
40,3.77551,2000,0.0506247,0.324124
40,3.87755,2000,0.23202,0.194732
40,3.97959,2000,0.0923946,0.120135
40,4.08163,2000,0.309343,0.136834
40,4.18367,2000,0.340872,0.223987
40,4.28571,2000,0.271354,0.0640102
40,4.38776,2000,0.217273,0.150817
40,4.4898,2000,0.14877,0.0815994
40,4.59184,2000,0.272123,0.0113113
40,4.69388,2000,0.138909,0.144237
40,4.79592,2000,0.206793,0.00240705
40,4.89796,2000,0.194407,0.0384053
40,5,2000,0.202358,0.0637211
400,0,2000,0.996357,2.8812e-05
400,0.102041,2000,0.991842,8.81298e-05
400,0.204082,2000,0.922989,0.0014783
400,0.306122,2000,0.906174,0.003797
400,0.408163,2000,0.881667,0.00548939
400,0.510204,2000,0.777142,0.000589468
400,0.612245,2000,0.630371,0.00119875
400,0.714286,2000,0.6667,0.00338493
400,0.816327,2000,0.0784225,0.0120689
400,0.918367,2000,0.254099,0.00889121
400,1.02041,2000,0.472239,0.0361381
400,1.12245,2000,0.390266,0.0243244
400,1.22449,2000,0.18051,0.0379154
400,1.32653,2000,0.305865,0.00856728
400,1.42857,2000,0.200186,0.0185426
400,1.53061,2000,0.0557645,0.0301213
400,1.63265,2000,0.315567,0.0203843
400,1.73469,2000,0.0676506,0.0566918
400,1.83673,2000,0.103048,0.00325099
400,1.93878,2000,0.0926066,0.0122562
400,2.04082,2000,0.106582,0.0255753
400,2.14286,2000,0.101885,0.00267387
400,2.2449,2000,0.130297,0.00405015
400,2.34694,2000,0.163513,0.0459502
400,2.44898,2000,0.168606,0.0278021
400,2.55102,2000,0.0965809,0.0224308
400,2.65306,2000,0.0735142,0.0383181
400,2.7551,2000,0.138204,0.0166249
400,2.85714,2000,0.128316,0.0107599
400,2.95918,2000,0.0642536,0.118776
400,3.06122,2000,0.096074,0.00322787
400,3.16327,2000,0.111214,0.0159155
400,3.26531,2000,0.126549,0.0773249
400,3.36735,2000,0.0399211,0.0314133
400,3.46939,2000,0.0640566,0.0123452
400,3.57143,2000,0.0705099,0.0379677
400,3.67347,2000,0.124165,0.0100921
400,3.77551,2000,0.051519,0.0108229
400,3.87755,2000,0.0831033,0.0315139
400,3.97959,2000,0.0918838,0.016622
400,4.08163,2000,0.0997749,0.0286333
400,4.18367,2000,0.138244,0.0933933
400,4.28571,2000,0.0760052,0.0150185
400,4.38776,2000,0.0567448,0.0347263
400,4.4898,2000,0.0343677,0.00215467
400,4.59184,2000,0.0225052,0.00522771
400,4.69388,2000,0.088848,0.0439269
400,4.79592,2000,0.0974206,0.0773963
400,4.89796,2000,0.0445113,0.0345866
400,5,2000,0.0482232,0.0467944
4000,0,2000,0.960841,0.00017284
4000,0.102041,2000,0.948703,0.00025815
4000,0.204082,2000,0.908455,0.000120103
4000,0.306122,2000,0.892042,0.000258576
4000,0.408163,2000,0.626611,0.00341773
4000,0.510204,2000,0.473999,0.00336749
4000,0.612245,2000,0.34296,0.00381532
4000,0.714286,2000,0.0506252,0.00481819
4000,0.816327,2000,0.0469283,0.00409462
4000,0.918367,2000,0.12511,0.00394779
4000,1.02041,2000,0.112758,0.00269436
4000,1.12245,2000,0.0891968,0.00821513
4000,1.22449,2000,0.080604,0.00149284
4000,1.32653,2000,0.0140179,0.00393365
4000,1.42857,2000,0.0203029,0.0035356
4000,1.53061,2000,0.0359372,0.0049349
4000,1.63265,2000,0.0275251,0.000850862
4000,1.73469,2000,0.0560342,0.00187736
4000,1.83673,2000,0.0303162,0.0143999
4000,1.93878,2000,0.00338482,0.00753214
4000,2.04082,2000,0.0791433,0.016167
4000,2.14286,2000,0.0174394,0.00126319
4000,2.2449,2000,0.0362379,0.00811322
4000,2.34694,2000,0.0492406,0.0130473
4000,2.44898,2000,0.0514492,0.00788101
4000,2.55102,2000,0.0388009,0.00747914
4000,2.65306,2000,0.030801,0.00544659
4000,2.7551,2000,0.00740014,0.00101545
4000,2.85714,2000,0.0359552,0.00682191
4000,2.95918,2000,0.0438241,0.0173244
4000,3.06122,2000,0.0145848,0.00427728
4000,3.16327,2000,0.025315,0.0055018
4000,3.26531,2000,0.0212107,0.00659427
4000,3.36735,2000,0.0161728,0.0135555
4000,3.46939,2000,0.0475896,0.00230521
4000,3.57143,2000,0.00363731,0.00410606
4000,3.67347,2000,0.00399385,0.00466523
4000,3.77551,2000,0.0124126,0.00220089
4000,3.87755,2000,0.0111617,0.00171511
4000,3.97959,2000,0.0183962,0.00376296
4000,4.08163,2000,0.0240929,0.0168747
4000,4.18367,2000,0.0327513,0.00977506
4000,4.28571,2000,0.0254843,0.000647663
4000,4.38776,2000,0.0255224,0.00397475
4000,4.4898,2000,0.0168671,0.0117123
4000,4.59184,2000,0.0329132,0.0161581
4000,4.69388,2000,0.0120221,0.02314
4000,4.79592,2000,0.0209483,0.012931
4000,4.89796,2000,0.00651584,0.0273404
4000,5,2000,0.0070024,0.0117676
