N,n,t,va,prev
100,0,311,0.999763,5.65303e-07
100,0.102041,2000,0.993886,0.000206333
100,0.204082,2000,0.968803,0.00136995
100,0.306122,2000,0.946007,0.00170886
100,0.408163,2000,0.742287,0.00783121
100,0.510204,2000,0.807289,0.0102714
100,0.612245,2000,0.816028,0.00721282
100,0.714286,2000,0.459224,0.0137212
100,0.816327,2000,0.217539,0.0317331
100,0.918367,2000,0.560471,0.0537586
100,1.02041,2000,0.645334,0.0104348
100,1.12245,2000,0.720523,0.0260292
100,1.22449,2000,0.213456,0.029903
100,1.32653,2000,0.306893,0.0151895
100,1.42857,2000,0.368329,0.00633025
100,1.53061,2000,0.466969,0.0240913
100,1.63265,2000,0.538724,0.00879864
100,1.73469,2000,0.250024,0.0493166
100,1.83673,2000,0.351354,0.0317835
100,1.93878,2000,0.121917,0.0587796
100,2.04082,2000,0.39863,0.00456817
100,2.14286,2000,0.113684,0.0351903
100,2.2449,2000,0.118409,0.125256
100,2.34694,2000,0.166835,0.0453627
100,2.44898,2000,0.246495,0.0830325
100,2.55102,2000,0.195975,0.0413628
100,2.65306,2000,0.211569,0.0520057
100,2.7551,2000,0.168225,0.0619822
100,2.85714,2000,0.38522,0.127894
100,2.95918,2000,0.208294,0.107366
100,3.06122,2000,0.144793,0.0111402
100,3.16327,2000,0.0497552,0.0202779
100,3.26531,2000,0.276804,0.0584238
100,3.36735,2000,0.189494,0.0823466
100,3.46939,2000,0.139212,0.0980184
100,3.57143,2000,0.157438,0.039912
100,3.67347,2000,0.21087,0.142465
100,3.77551,2000,0.15046,0.0757961
100,3.87755,2000,0.141297,0.0235989
100,3.97959,2000,0.209996,0.121799
100,4.08163,2000,0.0898001,0.0233249
100,4.18367,2000,0.0464373,0.169415
100,4.28571,2000,0.125947,0.0202177
100,4.38776,2000,0.116662,0.0372566
100,4.4898,2000,0.0610362,0.123286
100,4.59184,2000,0.272741,0.0840928
100,4.69388,2000,0.019421,0.119569
100,4.79592,2000,0.171656,0.0722122
100,4.89796,2000,0.0513144,0.100454
100,5,2000,0.136255,0.02149
1600,0,2000,0.98922,3.75678e-05
1600,0.102041,2000,0.980624,7.96263e-05
1600,0.204082,2000,0.949445,0.000369784
1600,0.306122,2000,0.871884,0.000220122
1600,0.408163,2000,0.771648,0.000368577
1600,0.510204,2000,0.467454,0.00273346
1600,0.612245,2000,0.156474,0.00516753
1600,0.714286,2000,0.174261,0.00974348
1600,0.816327,2000,0.131951,0.0088758
1600,0.918367,2000,0.0863634,0.00130177
1600,1.02041,2000,0.0878257,0.00217214
1600,1.12245,2000,0.0289596,0.00255708
1600,1.22449,2000,0.0871873,0.00397077
1600,1.32653,2000,0.083924,0.00809876
1600,1.42857,2000,0.0426997,0.00335822
1600,1.53061,2000,0.149911,0.0193639
1600,1.63265,2000,0.0619247,0.00675983
1600,1.73469,2000,0.0602837,0.0151119
1600,1.83673,2000,0.0223749,0.00763976
1600,1.93878,2000,0.0883485,0.0176568
1600,2.04082,2000,0.0247979,0.00824316
1600,2.14286,2000,0.0354547,0.0100765
1600,2.2449,2000,0.0382689,0.00364465
1600,2.34694,2000,0.0583244,0.00717445
