N,n,t,va,prev
100,0,93,0.999684,1.54698e-07
100,0.102041,2000,0.998034,2.80473e-05
100,0.204082,2000,0.995498,0.000386175
100,0.306122,2000,0.941437,0.00715306
100,0.408163,2000,0.932028,0.00843546
100,0.510204,2000,0.877994,0.00174767
100,0.612245,2000,0.767159,0.0222364
100,0.714286,2000,0.93221,0.00513397
100,0.816327,2000,0.744307,0.0152894
100,0.918367,2000,0.922092,0.0026073
100,1.02041,2000,0.913615,0.00467776
100,1.12245,2000,0.921993,0.0378744
100,1.22449,2000,0.713702,0.0381165
100,1.32653,2000,0.705524,0.0117305
100,1.42857,2000,0.580467,0.0232929
100,1.53061,2000,0.632761,0.0123068
100,1.63265,2000,0.689071,0.0484088
100,1.73469,2000,0.214375,0.0625772
100,1.83673,2000,0.622566,0.0241361
100,1.93878,2000,0.292744,0.0139976
100,2.04082,2000,0.338684,0.0994185
100,2.14286,2000,0.223454,0.0342124
100,2.2449,2000,0.471503,0.120011
100,2.34694,2000,0.402115,0.0146707
100,2.44898,2000,0.434832,0.0585854
100,2.55102,2000,0.318276,0.0547907
100,2.65306,2000,0.275612,0.070508
100,2.7551,2000,0.455532,0.137924
100,2.85714,2000,0.37102,0.0754543
100,2.95918,2000,0.390682,0.0313129
100,3.06122,2000,0.148408,0.0202532
100,3.16327,2000,0.171802,0.146495
100,3.26531,2000,0.397332,0.0732794
100,3.36735,2000,0.274005,0.000817617
100,3.46939,2000,0.249483,0.114825
100,3.57143,2000,0.111543,0.0244889
100,3.67347,2000,0.211531,0.00147473
100,3.77551,2000,0.129365,0.12121
100,3.87755,2000,0.256191,0.0441332
100,3.97959,2000,0.192755,0.0629529
100,4.08163,2000,0.0419796,0.0232834
100,4.18367,2000,0.192452,0.0151739
100,4.28571,2000,0.19242,0.0801826
100,4.38776,2000,0.0417299,0.13087
100,4.4898,2000,0.0718924,0.0224488
100,4.59184,2000,0.0486551,0.0698231
100,4.69388,2000,0.0620762,0.183472
100,4.79592,2000,0.165713,0.0192319
100,4.89796,2000,0.121118,0.144271
100,5,2000,0.0168364,0.174566
1600,0,2000,0.986293,4.7516e-05
1600,0.102041,2000,0.993935,0.000103069
1600,0.204082,2000,0.970811,0.000186435
1600,0.306122,2000,0.921101,0.00082024
1600,0.408163,2000,0.844899,0.00122979
1600,0.510204,2000,0.840802,0.00395522
1600,0.612245,2000,0.843038,0.00373888
1600,0.714286,2000,0.670204,0.00486102
1600,0.816327,2000,0.737356,0.000687046
1600,0.918367,2000,0.37484,0.00665491
1600,1.02041,2000,0.385241,0.00937648
1600,1.12245,2000,0.214268,0.00821682
1600,1.22449,2000,0.274982,0.0272729
1600,1.32653,2000,0.110095,0.0151866
1600,1.42857,2000,0.0856382,0.0173624
1600,1.53061,2000,0.19868,0.0212474
1600,1.63265,2000,0.061959,0.0116569
1600,1.73469,2000,0.297938,0.0160761
1600,1.83673,2000,0.117385,0.00629603
1600,1.93878,2000,0.141026,0.0123781
1600,2.04082,2000,0.0920276,0.000259729
1600,2.14286,2000,0.121765,0.00763326
1600,2.2449,2000,0.136699,0.0155589
1600,2.34694,2000,0.148814,0.0246208
1600,2.44898,2000,0.072114,0.0224652
1600,2.55102,2000,0.0233013,0.0212299
1600,2.65306,2000,0.0227112,0.0022816
