N,n,t,va,prev
1600,2.7551,2000,0.0161724,0.0124202
1600,2.85714,2000,0.079261,0.0172524
1600,2.95918,2000,0.0248927,0.0401946
1600,3.06122,2000,0.0754191,0.0243083
1600,3.16327,2000,0.0731397,0.0451429
1600,3.26531,2000,0.0468984,0.0255173
1600,3.36735,2000,0.0604683,0.0340172
1600,3.46939,2000,0.0309994,0.0111915
1600,3.57143,2000,0.00202236,0.02136
1600,3.67347,2000,0.0572895,0.0233036
1600,3.77551,2000,0.0674329,0.00632906
1600,3.87755,2000,0.0668751,0.0479377
1600,3.97959,2000,0.0461601,0.0299482
1600,4.08163,2000,0.0287034,0.020804
1600,4.18367,2000,0.0556716,0.0459695
1600,4.28571,2000,0.0564233,0.0118681
1600,4.38776,2000,0.0418184,0.0201767
1600,4.4898,2000,0.0291044,0.0222424
1600,4.59184,2000,0.0391074,0.0300607
1600,4.69388,2000,0.0277686,0.0324557
1600,4.79592,2000,0.0640366,0.00118339
1600,4.89796,2000,0.0323997,0.010769
1600,5,2000,0.0366727,0.0158994
40,0,42,0.999998,1.58698e-06
40,0.102041,2000,0.999403,5.15908e-05
40,0.204082,2000,0.998716,0.000690933
40,0.306122,2000,0.996426,0.000215144
40,0.408163,2000,0.992711,0.000623973
40,0.510204,2000,0.984802,0.000215812
40,0.612245,2000,0.982738,0.00515419
40,0.714286,2000,0.971782,0.00184811
40,0.816327,2000,0.96165,0.016394
40,0.918367,2000,0.935287,0.0417686
40,1.02041,2000,0.939517,0.00439492
40,1.12245,2000,0.899999,0.0206043
40,1.22449,2000,0.929935,0.0158189
40,1.32653,2000,0.885865,0.0136408
40,1.42857,2000,0.922123,0.00078639
40,1.53061,2000,0.905658,0.00872184
40,1.63265,2000,0.897165,0.061533
40,1.73469,2000,0.821282,0.00250907
40,1.83673,2000,0.862918,0.0357267
40,1.93878,2000,0.843564,0.00416356
40,2.04082,2000,0.865409,0.0399031
40,2.14286,2000,0.708462,0.166251
40,2.2449,2000,0.726583,0.0200538
40,2.34694,2000,0.685849,0.0280235
40,2.44898,2000,0.804672,0.0224162
40,2.55102,2000,0.725429,0.0157188
40,2.65306,2000,0.777386,0.063172
40,2.7551,2000,0.641086,0.0847379
40,2.85714,2000,0.563043,0.217245
40,2.95918,2000,0.653376,0.0604196
40,3.06122,2000,0.574823,0.0106815
40,3.16327,2000,0.213557,0.158793
40,3.26531,2000,0.663286,0.0922911
40,3.36735,2000,0.282725,0.328974
40,3.46939,2000,0.463634,0.178754
40,3.57143,2000,0.546711,0.0325715
40,3.67347,2000,0.387433,0.0931435
40,3.77551,2000,0.318877,0.223853
40,3.87755,2000,0.269243,0.036084
40,3.97959,2000,0.535291,0.076589
40,4.08163,2000,0.345408,0.00398431
40,4.18367,2000,0.230462,0.11774
40,4.28571,2000,0.637499,0.193467
40,4.38776,2000,0.066545,0.30871
40,4.4898,2000,0.158838,0.04321
40,4.59184,2000,0.302868,0.00666362
40,4.69388,2000,0.121891,0.0197308
40,4.79592,2000,0.186048,0.0634593
40,4.89796,2000,0.490823,0.176474
40,5,2000,0.272842,0.0065832
400,0,575,0.999728,5.42941e-07
400,0.102041,2000,0.997259,7.38335e-05
400,0.204082,2000,0.966448,0.00134287
400,0.306122,2000,0.976419,0.000760783
400,0.408163,2000,0.94131,0.00551725
400,0.510204,2000,0.946727,0.00428539
400,0.612245,2000,0.898786,0.00157085
400,0.714286,2000,0.784074,0.00096444
400,0.816327,2000,0.864335,0.00878206
400,0.918367,2000,0.866561,0.0144347
400,1.02041,2000,0.755091,0.00919683
400,1.12245,2000,0.52612,0.0169333
400,1.22449,2000,0.449585,0.0339748
400,1.32653,2000,0.648071,0.018283
400,1.42857,2000,0.0711275,0.0396474
400,1.53061,2000,0.286554,0.0129843
400,1.63265,2000,0.231683,0.0358491
400,1.73469,2000,0.345922,0.0350697
400,1.83673,2000,0.202478,0.0108012
400,1.93878,2000,0.433709,0.0184718
400,2.04082,2000,0.168269,0.00720288
400,2.14286,2000,0.0658017,0.0426665
400,2.2449,2000,0.171877,0.019434
400,2.34694,2000,0.0289523,0.032705
400,2.44898,2000,0.17832,0.0062135
400,2.55102,2000,0.210031,0.0487357
400,2.65306,2000,0.277326,0.0203026
400,2.7551,2000,0.152329,0.0129051
400,2.85714,2000,0.0773495,0.0246633
400,2.95918,2000,0.212763,0.0301748
400,3.06122,2000,0.127839,0.00935972
400,3.16327,2000,0.248537,0.00757675
400,3.26531,2000,0.120431,0.0442679
400,3.36735,2000,0.177285,0.000482387
400,3.46939,2000,0.0895395,0.0304151
400,3.57143,2000,0.139077,0.0374975
400,3.67347,2000,0.0633702,0.0449541
400,3.77551,2000,0.0830633,0.0594494
400,3.87755,2000,0.0910378,0.00651521
400,3.97959,2000,0.162705,0.0755952
400,4.08163,2000,0.0855682,0.00822078
400,4.18367,2000,0.0166775,0.0709469
400,4.28571,2000,0.0780355,0.000242854
400,4.38776,2000,0.0770143,0.00525947
400,4.4898,2000,0.125097,0.0192963
400,4.59184,2000,0.0620905,0.0153194
400,4.69388,2000,0.0184158,0.00241539
400,4.79592,2000,0.0499344,0.00710448
400,4.89796,2000,0.080211,0.00857442
400,5,2000,0.00949787,0.0229146
4000,0,2000,0.960997,0.000290241
4000,0.102041,2000,0.966779,3.04113e-05
4000,0.204082,2000,0.958495,0.000486928
4000,0.306122,2000,0.907228,0.00258671
4000,0.408163,2000,0.921766,0.00131048
4000,0.510204,2000,0.729051,0.00141282
4000,0.612245,2000,0.797829,0.0042471
4000,0.714286,2000,0.750129,0.00581926
4000,0.816327,2000,0.168194,0.00642808
4000,0.918367,2000,0.16157,0.00823527
4000,1.02041,2000,0.127891,0.00450411
4000,1.12245,2000,0.197405,0.00125372
4000,1.22449,2000,0.159576,0.00650754
4000,1.32653,2000,0.103626,0.009961
4000,1.42857,2000,0.0340531,0.0083726
4000,1.53061,2000,0.126644,0.00278071
4000,1.63265,2000,0.131959,0.00449792
4000,1.73469,2000,0.033645,0.0257608
4000,1.83673,2000,0.0481833,0.0047908
4000,1.93878,2000,0.0648995,0.00240938
4000,2.04082,2000,0.0332016,0.000682482
4000,2.14286,2000,0.103029,0.0175235
4000,2.2449,2000,0.0736263,0.00631005
4000,2.34694,2000,0.049711,0.000286988
4000,2.44898,2000,0.0592331,0.00861496
4000,2.55102,2000,0.0333197,0.013178
4000,2.65306,2000,0.0519921,0.000697496
4000,2.7551,2000,0.0998342,0.0153401
4000,2.85714,2000,0.0202751,0.00289496
4000,2.95918,2000,0.0316878,0.0094455
4000,3.06122,2000,0.0402272,0.0126972
4000,3.16327,2000,0.0629364,0.00119262
4000,3.26531,2000,0.0428414,0.00366181
4000,3.36735,2000,0.00427857,0.0112558
4000,3.46939,2000,0.0102485,0.0041577
4000,3.57143,2000,0.0134008,0.00643598
4000,3.67347,2000,0.0478644,0.00897324
4000,3.77551,2000,0.0399259,0.0150956
4000,3.87755,2000,0.0262544,0.00522073
4000,3.97959,2000,0.0407492,0.0158776
4000,4.08163,2000,0.0184813,0.00615164
4000,4.18367,2000,0.0343817,0.0117602
4000,4.28571,2000,0.0372103,0.00376109
4000,4.38776,2000,0.00605426,0.0319618
4000,4.4898,2000,0.0259246,0.0193543
4000,4.59184,2000,0.0272558,0.0218252
4000,4.69388,2000,0.0215959,0.00806992
4000,4.79592,2000,0.0191536,0.00708687
4000,4.89796,2000,0.0361832,0.0114634
4000,5,2000,0.0168135,0.00431887
